Outcome,OutcomeCategory,Model,Stat,Result
PublicGood,EndogPublicGoods,W4+p5/p5,BIC, -14659.31
PublicGood,EndogPublicGoods,W4+p5/p5,loglike,   7422.77
PublicGood,EndogPublicGoods,W4+p6,betap,      0.00
PublicGood,EndogPublicGoods,W4+p6,tstatp,      1.62
PublicGood,EndogPublicGoods,W4+p6,AIC, -15090.11
PublicGood,EndogPublicGoods,W4+p6,BIC, -14944.14
PublicGood,EndogPublicGoods,W4+p6,loglike,   7569.24
PublicGood,EndogPublicGoods,W4+p6,betaw,      0.15
PublicGood,EndogPublicGoods,W4+p6,tstatw,      4.38
PublicGood,EndogPublicGoods,W4+p6/W4,betaw,      0.15
PublicGood,EndogPublicGoods,W4+p6/W4,tstatw,      4.32
PublicGood,EndogPublicGoods,W4+p6/W4,AIC, -15070.57
PublicGood,EndogPublicGoods,W4+p6/W4,BIC, -14930.66
PublicGood,EndogPublicGoods,W4+p6/W4,loglike,   7558.45
PublicGood,EndogPublicGoods,W4+p6/p6,betap,      0.00
PublicGood,EndogPublicGoods,W4+p6/p6,tstatp,      1.41
PublicGood,EndogPublicGoods,W4+p6/p6,AIC, -14801.43
PublicGood,EndogPublicGoods,W4+p6/p6,BIC, -14661.53
PublicGood,EndogPublicGoods,W4+p6/p6,loglike,   7423.88
GoodsRatio,EndogPublicGoods,W4,betaw,      0.11
GoodsRatio,EndogPublicGoods,W4,tstatw,      4.30
GoodsRatio,EndogPublicGoods,W4,AIC, -29522.84
GoodsRatio,EndogPublicGoods,W4,BIC, -29073.15
GoodsRatio,EndogPublicGoods,W4,loglike,  14824.85
GoodsRatio,EndogPublicGoods,p1,betap,      0.01
GoodsRatio,EndogPublicGoods,p1,tstatp,      0.74
GoodsRatio,EndogPublicGoods,p1,AIC, -16636.98
GoodsRatio,EndogPublicGoods,p1,BIC, -16496.80
GoodsRatio,EndogPublicGoods,p1,loglike,   8341.66
GoodsRatio,EndogPublicGoods,p2,betap,      0.00
GoodsRatio,EndogPublicGoods,p2,tstatp,      1.95
GoodsRatio,EndogPublicGoods,p2,AIC, -28575.35
GoodsRatio,EndogPublicGoods,p2,BIC, -28129.93
GoodsRatio,EndogPublicGoods,p2,loglike,  14351.13
GoodsRatio,EndogPublicGoods,p3,betap,      0.02
GoodsRatio,EndogPublicGoods,p3,tstatp,      1.80
GoodsRatio,EndogPublicGoods,p3,AIC, -16653.09
GoodsRatio,EndogPublicGoods,p3,BIC, -16512.91
GoodsRatio,EndogPublicGoods,p3,loglike,   8349.71
GoodsRatio,EndogPublicGoods,p4,betap,      0.00
GoodsRatio,EndogPublicGoods,p4,tstatp,      1.99
GoodsRatio,EndogPublicGoods,p4,AIC, -28578.45
GoodsRatio,EndogPublicGoods,p4,BIC, -28133.03
GoodsRatio,EndogPublicGoods,p4,loglike,  14352.68
GoodsRatio,EndogPublicGoods,p5,betap,      0.00
GoodsRatio,EndogPublicGoods,p5,tstatp,      0.88
GoodsRatio,EndogPublicGoods,p5,AIC, -16402.01
GoodsRatio,EndogPublicGoods,p5,BIC, -16262.10
GoodsRatio,EndogPublicGoods,p5,loglike,   8224.17
GoodsRatio,EndogPublicGoods,p6,betap,      0.00
GoodsRatio,EndogPublicGoods,p6,tstatp,      0.97
GoodsRatio,EndogPublicGoods,p6,AIC, -16402.96
GoodsRatio,EndogPublicGoods,p6,BIC, -16263.06
GoodsRatio,EndogPublicGoods,p6,loglike,   8224.65
GoodsRatio,EndogPublicGoods,W4+p1,betap,      0.01
GoodsRatio,EndogPublicGoods,W4+p1,tstatp,      0.75
GoodsRatio,EndogPublicGoods,W4+p1,AIC, -16999.72
GoodsRatio,EndogPublicGoods,W4+p1,BIC, -16853.45
GoodsRatio,EndogPublicGoods,W4+p1,loglike,   8524.04
GoodsRatio,EndogPublicGoods,W4+p1,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p1,tstatw,      4.58
GoodsRatio,EndogPublicGoods,W4+p1/W4,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p1/W4,tstatw,      4.57
GoodsRatio,EndogPublicGoods,W4+p1/W4,AIC, -16998.00
GoodsRatio,EndogPublicGoods,W4+p1/W4,BIC, -16857.81
GoodsRatio,EndogPublicGoods,W4+p1/W4,loglike,   8522.17
GoodsRatio,EndogPublicGoods,W4+p1/p1,betap,      0.01
GoodsRatio,EndogPublicGoods,W4+p1/p1,tstatp,      0.74
GoodsRatio,EndogPublicGoods,W4+p1/p1,AIC, -16636.98
GoodsRatio,EndogPublicGoods,W4+p1/p1,BIC, -16496.80
GoodsRatio,EndogPublicGoods,W4+p1/p1,loglike,   8341.66
GoodsRatio,EndogPublicGoods,W4+p2,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p2,tstatp,      1.48
GoodsRatio,EndogPublicGoods,W4+p2,AIC, -29205.55
GoodsRatio,EndogPublicGoods,W4+p2,BIC, -28753.07
GoodsRatio,EndogPublicGoods,W4+p2,loglike,  14667.25
GoodsRatio,EndogPublicGoods,W4+p2,betaw,      0.11
GoodsRatio,EndogPublicGoods,W4+p2,tstatw,      4.13
GoodsRatio,EndogPublicGoods,W4+p2/W4,betaw,      0.11
GoodsRatio,EndogPublicGoods,W4+p2/W4,tstatw,      4.22
GoodsRatio,EndogPublicGoods,W4+p2/W4,AIC, -29164.58
GoodsRatio,EndogPublicGoods,W4+p2/W4,BIC, -28719.16
GoodsRatio,EndogPublicGoods,W4+p2/W4,loglike,  14645.75
GoodsRatio,EndogPublicGoods,W4+p2/p2,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p2/p2,tstatp,      1.95
GoodsRatio,EndogPublicGoods,W4+p2/p2,AIC, -28575.35
GoodsRatio,EndogPublicGoods,W4+p2/p2,BIC, -28129.93
GoodsRatio,EndogPublicGoods,W4+p2/p2,loglike,  14351.13
GoodsRatio,EndogPublicGoods,W4+p3,betap,      0.01
GoodsRatio,EndogPublicGoods,W4+p3,tstatp,      1.37
GoodsRatio,EndogPublicGoods,W4+p3,AIC, -17007.37
GoodsRatio,EndogPublicGoods,W4+p3,BIC, -16861.10
GoodsRatio,EndogPublicGoods,W4+p3,loglike,   8527.87
GoodsRatio,EndogPublicGoods,W4+p3,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p3,tstatw,      4.49
GoodsRatio,EndogPublicGoods,W4+p3/W4,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p3/W4,tstatw,      4.57
GoodsRatio,EndogPublicGoods,W4+p3/W4,AIC, -16998.00
GoodsRatio,EndogPublicGoods,W4+p3/W4,BIC, -16857.81
GoodsRatio,EndogPublicGoods,W4+p3/W4,loglike,   8522.17
GoodsRatio,EndogPublicGoods,W4+p3/p3,betap,      0.02
GoodsRatio,EndogPublicGoods,W4+p3/p3,tstatp,      1.80
GoodsRatio,EndogPublicGoods,W4+p3/p3,AIC, -16653.09
GoodsRatio,EndogPublicGoods,W4+p3/p3,BIC, -16512.91
GoodsRatio,EndogPublicGoods,W4+p3/p3,loglike,   8349.71
GoodsRatio,EndogPublicGoods,W4+p4,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p4,tstatp,      1.51
GoodsRatio,EndogPublicGoods,W4+p4,AIC, -29207.33
GoodsRatio,EndogPublicGoods,W4+p4,BIC, -28754.85
GoodsRatio,EndogPublicGoods,W4+p4,loglike,  14668.14
GoodsRatio,EndogPublicGoods,W4+p4,betaw,      0.11
GoodsRatio,EndogPublicGoods,W4+p4,tstatw,      4.12
GoodsRatio,EndogPublicGoods,W4+p4/W4,betaw,      0.11
GoodsRatio,EndogPublicGoods,W4+p4/W4,tstatw,      4.22
GoodsRatio,EndogPublicGoods,W4+p4/W4,AIC, -29164.58
GoodsRatio,EndogPublicGoods,W4+p4/W4,BIC, -28719.16
GoodsRatio,EndogPublicGoods,W4+p4/W4,loglike,  14645.75
GoodsRatio,EndogPublicGoods,W4+p4/p4,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p4/p4,tstatp,      1.99
GoodsRatio,EndogPublicGoods,W4+p4/p4,AIC, -28578.45
GoodsRatio,EndogPublicGoods,W4+p4/p4,BIC, -28133.03
GoodsRatio,EndogPublicGoods,W4+p4/p4,loglike,  14352.68
GoodsRatio,EndogPublicGoods,W4+p5,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p5,tstatp,      1.07
GoodsRatio,EndogPublicGoods,W4+p5,AIC, -16764.03
GoodsRatio,EndogPublicGoods,W4+p5,BIC, -16618.06
GoodsRatio,EndogPublicGoods,W4+p5,loglike,   8406.20
GoodsRatio,EndogPublicGoods,W4+p5,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p5,tstatw,      4.57
GoodsRatio,EndogPublicGoods,W4+p5/W4,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p5/W4,tstatw,      4.58
GoodsRatio,EndogPublicGoods,W4+p5/W4,AIC, -16759.22
GoodsRatio,EndogPublicGoods,W4+p5/W4,BIC, -16619.32
GoodsRatio,EndogPublicGoods,W4+p5/W4,loglike,   8402.78
GoodsRatio,EndogPublicGoods,W4+p5/p5,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p5/p5,tstatp,      0.88
GoodsRatio,EndogPublicGoods,W4+p5/p5,AIC, -16402.01
GoodsRatio,EndogPublicGoods,W4+p5/p5,BIC, -16262.10
GoodsRatio,EndogPublicGoods,W4+p5/p5,loglike,   8224.17
GoodsRatio,EndogPublicGoods,W4+p6,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p6,tstatp,      1.12
GoodsRatio,EndogPublicGoods,W4+p6,AIC, -16764.67
GoodsRatio,EndogPublicGoods,W4+p6,BIC, -16618.70
GoodsRatio,EndogPublicGoods,W4+p6,loglike,   8406.52
GoodsRatio,EndogPublicGoods,W4+p6,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p6,tstatw,      4.57
GoodsRatio,EndogPublicGoods,W4+p6/W4,betaw,      0.13
GoodsRatio,EndogPublicGoods,W4+p6/W4,tstatw,      4.58
GoodsRatio,EndogPublicGoods,W4+p6/W4,AIC, -16759.22
GoodsRatio,EndogPublicGoods,W4+p6/W4,BIC, -16619.32
GoodsRatio,EndogPublicGoods,W4+p6/W4,loglike,   8402.78
GoodsRatio,EndogPublicGoods,W4+p6/p6,betap,      0.00
GoodsRatio,EndogPublicGoods,W4+p6/p6,tstatp,      0.97
GoodsRatio,EndogPublicGoods,W4+p6/p6,AIC, -16402.96
GoodsRatio,EndogPublicGoods,W4+p6/p6,BIC, -16263.06
GoodsRatio,EndogPublicGoods,W4+p6/p6,loglike,   8224.65
PrivateorPublicGoods,EndogPublicGoods,W4,betaw,      0.98
PrivateorPublicGoods,EndogPublicGoods,W4,tstatw,      2.98
PrivateorPublicGoods,EndogPublicGoods,W4,AIC,  17849.46
PrivateorPublicGoods,EndogPublicGoods,W4,BIC,  18299.72
PrivateorPublicGoods,EndogPublicGoods,W4,loglike,  -8861.30
PrivateorPublicGoods,EndogPublicGoods,p1,betap,     -0.05
PrivateorPublicGoods,EndogPublicGoods,p1,tstatp,     -0.26
PrivateorPublicGoods,EndogPublicGoods,p1,AIC,   2401.61
PrivateorPublicGoods,EndogPublicGoods,p1,BIC,   2541.79
PrivateorPublicGoods,EndogPublicGoods,p1,loglike,  -1177.64
PrivateorPublicGoods,EndogPublicGoods,p2,betap,      0.00
PrivateorPublicGoods,EndogPublicGoods,p2,tstatp,      0.27
PrivateorPublicGoods,EndogPublicGoods,p2,AIC,  15658.12
PrivateorPublicGoods,EndogPublicGoods,p2,BIC,  16103.60
PrivateorPublicGoods,EndogPublicGoods,p2,loglike,  -7765.60
PrivateorPublicGoods,EndogPublicGoods,p3,betap,      0.13
PrivateorPublicGoods,EndogPublicGoods,p3,tstatp,      0.68
PrivateorPublicGoods,EndogPublicGoods,p3,AIC,   2399.24
PrivateorPublicGoods,EndogPublicGoods,p3,BIC,   2539.43
PrivateorPublicGoods,EndogPublicGoods,p3,loglike,  -1176.45
PrivateorPublicGoods,EndogPublicGoods,p4,betap,      0.00
PrivateorPublicGoods,EndogPublicGoods,p4,tstatp,      0.28
PrivateorPublicGoods,EndogPublicGoods,p4,AIC,  15658.05
PrivateorPublicGoods,EndogPublicGoods,p4,BIC,  16103.54
PrivateorPublicGoods,EndogPublicGoods,p4,loglike,  -7765.57
PrivateorPublicGoods,EndogPublicGoods,p5,betap,     -0.02
PrivateorPublicGoods,EndogPublicGoods,p5,tstatp,     -0.97
PrivateorPublicGoods,EndogPublicGoods,p5,AIC,   2237.42
PrivateorPublicGoods,EndogPublicGoods,p5,BIC,   2377.32
PrivateorPublicGoods,EndogPublicGoods,p5,loglike,  -1095.54
PrivateorPublicGoods,EndogPublicGoods,p6,betap,     -0.03
PrivateorPublicGoods,EndogPublicGoods,p6,tstatp,     -0.90
PrivateorPublicGoods,EndogPublicGoods,p6,AIC,   2238.36
PrivateorPublicGoods,EndogPublicGoods,p6,BIC,   2378.26
PrivateorPublicGoods,EndogPublicGoods,p6,loglike,  -1096.01
PrivateorPublicGoods,EndogPublicGoods,W4+p1,betap,     -0.06
PrivateorPublicGoods,EndogPublicGoods,W4+p1,tstatp,     -0.34
PrivateorPublicGoods,EndogPublicGoods,W4+p1,AIC,   1936.18
PrivateorPublicGoods,EndogPublicGoods,W4+p1,BIC,   2082.45
PrivateorPublicGoods,EndogPublicGoods,W4+p1,loglike,   -943.91
PrivateorPublicGoods,EndogPublicGoods,W4+p1,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p1,tstatw,      5.60
PrivateorPublicGoods,EndogPublicGoods,W4+p1/W4,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p1/W4,tstatw,      5.61
PrivateorPublicGoods,EndogPublicGoods,W4+p1/W4,AIC,   1934.77
PrivateorPublicGoods,EndogPublicGoods,W4+p1/W4,BIC,   2074.95
PrivateorPublicGoods,EndogPublicGoods,W4+p1/W4,loglike,   -944.22
PrivateorPublicGoods,EndogPublicGoods,W4+p1/p1,betap,     -0.05
PrivateorPublicGoods,EndogPublicGoods,W4+p1/p1,tstatp,     -0.26
PrivateorPublicGoods,EndogPublicGoods,W4+p1/p1,AIC,   2401.61
PrivateorPublicGoods,EndogPublicGoods,W4+p1/p1,BIC,   2541.79
PrivateorPublicGoods,EndogPublicGoods,W4+p1/p1,loglike,  -1177.64
PrivateorPublicGoods,EndogPublicGoods,W4+p2,betap,     -0.00
PrivateorPublicGoods,EndogPublicGoods,W4+p2,tstatp,     -0.22
PrivateorPublicGoods,EndogPublicGoods,W4+p2,AIC,  15332.00
PrivateorPublicGoods,EndogPublicGoods,W4+p2,BIC,  15784.54
PrivateorPublicGoods,EndogPublicGoods,W4+p2,loglike,  -7601.52
PrivateorPublicGoods,EndogPublicGoods,W4+p2,betaw,      0.96
PrivateorPublicGoods,EndogPublicGoods,W4+p2,tstatw,      2.85
PrivateorPublicGoods,EndogPublicGoods,W4+p2/W4,betaw,      0.95
PrivateorPublicGoods,EndogPublicGoods,W4+p2/W4,tstatw,      2.82
PrivateorPublicGoods,EndogPublicGoods,W4+p2/W4,AIC,  15330.69
PrivateorPublicGoods,EndogPublicGoods,W4+p2/W4,BIC,  15776.18
PrivateorPublicGoods,EndogPublicGoods,W4+p2/W4,loglike,  -7601.89
PrivateorPublicGoods,EndogPublicGoods,W4+p2/p2,betap,      0.00
PrivateorPublicGoods,EndogPublicGoods,W4+p2/p2,tstatp,      0.27
PrivateorPublicGoods,EndogPublicGoods,W4+p2/p2,AIC,  15658.12
PrivateorPublicGoods,EndogPublicGoods,W4+p2/p2,BIC,  16103.60
PrivateorPublicGoods,EndogPublicGoods,W4+p2/p2,loglike,  -7765.60
PrivateorPublicGoods,EndogPublicGoods,W4+p3,betap,      0.02
PrivateorPublicGoods,EndogPublicGoods,W4+p3,tstatp,      0.09
PrivateorPublicGoods,EndogPublicGoods,W4+p3,AIC,   1936.75
PrivateorPublicGoods,EndogPublicGoods,W4+p3,BIC,   2083.02
PrivateorPublicGoods,EndogPublicGoods,W4+p3,loglike,   -944.19
PrivateorPublicGoods,EndogPublicGoods,W4+p3,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p3,tstatw,      5.63
PrivateorPublicGoods,EndogPublicGoods,W4+p3/W4,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p3/W4,tstatw,      5.61
PrivateorPublicGoods,EndogPublicGoods,W4+p3/W4,AIC,   1934.77
PrivateorPublicGoods,EndogPublicGoods,W4+p3/W4,BIC,   2074.95
PrivateorPublicGoods,EndogPublicGoods,W4+p3/W4,loglike,   -944.22
PrivateorPublicGoods,EndogPublicGoods,W4+p3/p3,betap,      0.13
PrivateorPublicGoods,EndogPublicGoods,W4+p3/p3,tstatp,      0.68
PrivateorPublicGoods,EndogPublicGoods,W4+p3/p3,AIC,   2399.24
PrivateorPublicGoods,EndogPublicGoods,W4+p3/p3,BIC,   2539.43
PrivateorPublicGoods,EndogPublicGoods,W4+p3/p3,loglike,  -1176.45
PrivateorPublicGoods,EndogPublicGoods,W4+p4,betap,     -0.00
PrivateorPublicGoods,EndogPublicGoods,W4+p4,tstatp,     -0.22
PrivateorPublicGoods,EndogPublicGoods,W4+p4,AIC,  15331.99
PrivateorPublicGoods,EndogPublicGoods,W4+p4,BIC,  15784.54
PrivateorPublicGoods,EndogPublicGoods,W4+p4,loglike,  -7601.52
PrivateorPublicGoods,EndogPublicGoods,W4+p4,betaw,      0.96
PrivateorPublicGoods,EndogPublicGoods,W4+p4,tstatw,      2.85
PrivateorPublicGoods,EndogPublicGoods,W4+p4/W4,betaw,      0.95
PrivateorPublicGoods,EndogPublicGoods,W4+p4/W4,tstatw,      2.82
PrivateorPublicGoods,EndogPublicGoods,W4+p4/W4,AIC,  15330.69
PrivateorPublicGoods,EndogPublicGoods,W4+p4/W4,BIC,  15776.18
PrivateorPublicGoods,EndogPublicGoods,W4+p4/W4,loglike,  -7601.89
PrivateorPublicGoods,EndogPublicGoods,W4+p4/p4,betap,      0.00
PrivateorPublicGoods,EndogPublicGoods,W4+p4/p4,tstatp,      0.28
PrivateorPublicGoods,EndogPublicGoods,W4+p4/p4,AIC,  15658.05
PrivateorPublicGoods,EndogPublicGoods,W4+p4/p4,BIC,  16103.54
PrivateorPublicGoods,EndogPublicGoods,W4+p4/p4,loglike,  -7765.57
PrivateorPublicGoods,EndogPublicGoods,W4+p5,betap,     -0.02
PrivateorPublicGoods,EndogPublicGoods,W4+p5,tstatp,     -0.89
PrivateorPublicGoods,EndogPublicGoods,W4+p5,AIC,   1751.86
PrivateorPublicGoods,EndogPublicGoods,W4+p5,BIC,   1897.83
PrivateorPublicGoods,EndogPublicGoods,W4+p5,loglike,   -851.74
PrivateorPublicGoods,EndogPublicGoods,W4+p5,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p5,tstatw,      5.61
PrivateorPublicGoods,EndogPublicGoods,W4+p5/W4,betaw,      2.57
PrivateorPublicGoods,EndogPublicGoods,W4+p5/W4,tstatw,      5.61
PrivateorPublicGoods,EndogPublicGoods,W4+p5/W4,AIC,   1754.80
PrivateorPublicGoods,EndogPublicGoods,W4+p5/W4,BIC,   1894.70
PrivateorPublicGoods,EndogPublicGoods,W4+p5/W4,loglike,   -854.23
PrivateorPublicGoods,EndogPublicGoods,W4+p5/p5,betap,     -0.02
PrivateorPublicGoods,EndogPublicGoods,W4+p5/p5,tstatp,     -0.97
PrivateorPublicGoods,EndogPublicGoods,W4+p5/p5,AIC,   2237.42
PrivateorPublicGoods,EndogPublicGoods,W4+p5/p5,BIC,   2377.32
PrivateorPublicGoods,EndogPublicGoods,W4+p5/p5,loglike,  -1095.54
PrivateorPublicGoods,EndogPublicGoods,W4+p6,betap,     -0.03
PrivateorPublicGoods,EndogPublicGoods,W4+p6,tstatp,     -0.86
PrivateorPublicGoods,EndogPublicGoods,W4+p6,AIC,   1752.27
PrivateorPublicGoods,EndogPublicGoods,W4+p6,BIC,   1898.24
PrivateorPublicGoods,EndogPublicGoods,W4+p6,loglike,   -851.95
PrivateorPublicGoods,EndogPublicGoods,W4+p6,betaw,      2.57
