era,e_migdppcln,logpop,l_pwd_a,Elr,W4,e_peaveduc
3,"(0.415, 0.864]","(14.669, 15.782]",,"(0.982, 1.002]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.492, 0.706]","(1.494, 4.015]"
3,"(-1.253, 0.415]","(15.782, 16.862]",,"(0.982, 1.002]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]",,"(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
3,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(1.494, 4.015]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.415, 0.864]","(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.706, 1.0]","(4.015, 7.23]"
4,,"(15.782, 16.862]","(8.032, 11.153]","(0.982, 1.002]","(0.492, 0.706]","(4.015, 7.23]"
4,,"(15.782, 16.862]",,"(0.982, 1.002]","(0.492, 0.706]","(4.015, 7.23]"
4,,,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.415, 0.864]",,,,"(-0.001, 0.312]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(-0.001, 0.312]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]",
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(-0.001, 0.312]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(-0.001, 0.312]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
1,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(-0.001, 0.312]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(-0.001, 0.312]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.492, 0.706]","(1.494, 4.015]"
2,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
2,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
2,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
2,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
2,"(0.415, 0.864]",,,,"(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]",,,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.415, 0.864]","(10.637, 14.669]",,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(10.637, 14.669]",,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(10.637, 14.669]",,"(0.775, 0.982]","(0.492, 0.706]","(1.494, 4.015]"
3,"(0.415, 0.864]","(10.637, 14.669]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(10.637, 14.669]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(10.637, 14.669]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(-0.001, 0.312]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(1.494, 4.015]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]",,"(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
3,"(0.864, 1.841]","(14.669, 15.782]","(2.645, 6.659]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(14.669, 15.782]","(2.645, 6.659]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(14.669, 15.782]","(2.645, 6.659]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(14.669, 15.782]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.706, 1.0]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,"(0.864, 1.841]","(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,,"(15.782, 16.862]","(6.659, 7.333]","(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,,"(15.782, 16.862]",,"(0.775, 0.982]","(0.492, 0.706]","(4.015, 7.23]"
4,,,,,"(0.706, 1.0]","(4.015, 7.23]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
2,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,,,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,,,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,,,,,"(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,,,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]",,,,"(0.492, 0.706]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
3,"(-1.253, 0.415]","(14.669, 15.782]",,"(0.775, 0.982]","(0.312, 0.492]","(0.009000000000000001, 1.494]"
