era,e_migdppcln,logpop,l_pwd_a,Elr,W4,e_peaveduc
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.706, 1.0]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,"(1.841, 5.054]","(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,,"(16.862, 21.069]","(8.032, 11.153]","(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,,"(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(4.015, 7.23]"
4,,,,,"(0.492, 0.706]","(4.015, 7.23]"
3,"(1.841, 5.054]","(16.862, 21.069]",,,"(0.312, 0.492]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.312, 0.492]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]",,"(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]",,"(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
3,"(0.864, 1.841]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(0.864, 1.841]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(0.864, 1.841]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.514, 0.775]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.492, 0.706]","(7.23, 13.3]"
4,"(1.841, 5.054]","(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,,"(16.862, 21.069]","(7.333, 8.032]","(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,,"(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
4,,,,,"(0.492, 0.706]","(7.23, 13.3]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]",
1,"(0.864, 1.841]",,,,"(0.492, 0.706]",
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(1.494, 4.015]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(4.015, 7.23]"
1,"(0.864, 1.841]",,,,"(0.706, 1.0]","(4.015, 7.23]"
1,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
1,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.492, 0.706]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(4.015, 7.23]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(7.23, 13.3]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(7.23, 13.3]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(7.23, 13.3]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(7.23, 13.3]"
2,"(1.841, 5.054]",,,,"(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]",,,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
3,"(1.841, 5.054]","(16.862, 21.069]",,"(0.775, 0.982]","(0.706, 1.0]","(7.23, 13.3]"
