WordNo,Meaning,Word,LangCode,LangName
1,I,nie,kik,GIKUYU
2,you,we,kik,GIKUYU
3,we,i8ue,kik,GIKUYU
11,one,mw~E,kik,GIKUYU
12,two,gere,kik,GIKUYU
18,person,nd~o,kik,GIKUYU
19,fish,XXX,kik,GIKUYU
21,dog,gui,kik,GIKUYU
22,louse,da,kik,GIKUYU
23,tree,te,kik,GIKUYU
25,leaf,8aNg~o,kik,GIKUYU
28,skin,darw~a,kik,GIKUYU
30,blood,8akamE,kik,GIKUYU
31,bone,hend~e,kik,GIKUYU
34,horn,hea,kik,GIKUYU
39,ear,to,kik,GIKUYU
40,eye,i8o,kik,GIKUYU
41,nose,niu*ru*,kik,GIKUYU
43,tooth,xexo,kik,GIKUYU
44,tongue,reme,kik,GIKUYU
47,knee,ru,kik,GIKUYU
48,hand,he,kik,GIKUYU
51,breast,dori,kik,GIKUYU
53,liver,ni,kik,GIKUYU
54,drink,5u,kik,GIKUYU
57,see,on,kik,GIKUYU
58,hear,igw~,kik,GIKUYU
61,die,ku,kik,GIKUYU
66,come,ok,kik,GIKUYU
72,sun,oa,kik,GIKUYU
74,star,jata,kik,GIKUYU
75,water,mae,kik,GIKUYU
77,stone,hixa,kik,GIKUYU
82,fire,waki,kik,GIKUYU
85,path,jera,kik,GIKUYU
86,mountain,XXX,kik,GIKUYU
92,night,tuku*,kik,GIKUYU
95,full,XXX,kik,GIKUYU
96,new,XXX,kik,GIKUYU
100,name,tw~a,kik,GIKUYU
1,I,XXX,gog,GOGO
2,you,XXX,gog,GOGO
3,we,XXX,gog,GOGO
11,one,monga,gog,GOGO
12,two,ijete,gog,GOGO
18,person,nh~u,gog,GOGO
19,fish,mba,gog,GOGO
21,dog,bwa,gog,GOGO
22,louse,ph~ani,gog,GOGO
23,tree,biTi,gog,GOGO
25,leaf,hanza,gog,GOGO
28,skin,Tingo,gog,GOGO
30,blood,kami,gog,GOGO
31,bone,fupa,gog,GOGO
34,horn,hembe,gog,GOGO
39,ear,kutu,gog,GOGO
40,eye,iso,gog,GOGO
41,nose,dula,gog,GOGO
43,tooth,ino,gog,GOGO
44,tongue,limi,gog,GOGO
47,knee,fungamilo,gog,GOGO
48,hand,XXX,gog,GOGO
51,breast,tombo,gog,GOGO
53,liver,toga,gog,GOGO
54,drink,ngwa,gog,GOGO
57,see,wona,gog,GOGO
58,hear,hulika,gog,GOGO
61,die,fwa,gog,GOGO
66,come,za,gog,GOGO
72,sun,zuva,gog,GOGO
74,star,yelezi,gog,GOGO
75,water,lenga,gog,GOGO
77,stone,bwe,gog,GOGO
82,fire,to,gog,GOGO
85,path,zila,gog,GOGO
86,mountain,gongo,gog,GOGO
92,night,ilo,gog,GOGO
95,full,XXX,gog,GOGO
96,new,hya,gog,GOGO
100,name,tagwa,gog,GOGO
1,I,i5C~e,guz,GUSII
2,you,ayE,guz,GUSII
3,we,intw$e,guz,GUSII
11,one,o,guz,GUSII
12,two,ba,guz,GUSII
18,person,nt~o,guz,GUSII
19,fish,XXX,guz,GUSII
21,dog,XXX,guz,GUSII
22,louse,XXX,guz,GUSII
23,tree,te,guz,GUSII
25,leaf,XXX,guz,GUSII
28,skin,XXX,guz,GUSII
30,blood,5iNa,guz,GUSII
31,bone,XXX,guz,GUSII
34,horn,XXX,guz,GUSII
39,ear,to,guz,GUSII
40,eye,yiCo,guz,GUSII
41,nose,XXX,guz,GUSII
43,tooth,yino,guz,GUSII
44,tongue,XXX,guz,GUSII
47,knee,XXX,guz,GUSII
48,hand,boko,guz,GUSII
51,breast,XXX,guz,GUSII
53,liver,XXX,guz,GUSII
54,drink,5u,guz,GUSII
57,see,ror,guz,GUSII
58,hear,XXX,guz,GUSII
61,die,XXX,guz,GUSII
66,come,C,guz,GUSII
72,sun,yoba,guz,GUSII
74,star,XXX,guz,GUSII
75,water,Ce,guz,GUSII
77,stone,xena,guz,GUSII
82,fire,XXX,guz,GUSII
85,path,kori,guz,GUSII
86,mountain,XXX,guz,GUSII
92,night,XXX,guz,GUSII
95,full,XXX,guz,GUSII
96,new,yia,guz,GUSII
100,name,eta,guz,GUSII
1,I,XXX,vif,H12_VILI_MAYUMBA
2,you,XXX,vif,H12_VILI_MAYUMBA
3,we,XXX,vif,H12_VILI_MAYUMBA
11,one,mwEk,vif,H12_VILI_MAYUMBA
12,two,wal,vif,H12_VILI_MAYUMBA
18,person,ntu,vif,H12_VILI_MAYUMBA
19,fish,bisi,vif,H12_VILI_MAYUMBA
21,dog,bua,vif,H12_VILI_MAYUMBA
22,louse,sin,vif,H12_VILI_MAYUMBA
23,tree,XXX,vif,H12_VILI_MAYUMBA
25,leaf,kag,vif,H12_VILI_MAYUMBA
28,skin,kambi,vif,H12_VILI_MAYUMBA
30,blood,EN,vif,H12_VILI_MAYUMBA
31,bone,orik,vif,H12_VILI_MAYUMBA
34,horn,laku,vif,H12_VILI_MAYUMBA
39,ear,tu,vif,H12_VILI_MAYUMBA
40,eye,swE,vif,H12_VILI_MAYUMBA
41,nose,yilu,vif,H12_VILI_MAYUMBA
43,tooth,inwE,vif,H12_VILI_MAYUMBA
44,tongue,dak,vif,H12_VILI_MAYUMBA
47,knee,kudu,vif,H12_VILI_MAYUMBA
48,hand,XXX,vif,H12_VILI_MAYUMBA
51,breast,bEnu,vif,H12_VILI_MAYUMBA
53,liver,swe,vif,H12_VILI_MAYUMBA
54,drink,nw,vif,H12_VILI_MAYUMBA
57,see,mon,vif,H12_VILI_MAYUMBA
58,hear,wu,vif,H12_VILI_MAYUMBA
61,die,fw,vif,H12_VILI_MAYUMBA
66,come,yis,vif,H12_VILI_MAYUMBA
72,sun,muni,vif,H12_VILI_MAYUMBA
74,star,bota,vif,H12_VILI_MAYUMBA
75,water,asi,vif,H12_VILI_MAYUMBA
77,stone,mali,vif,H12_VILI_MAYUMBA
82,fire,basu,vif,H12_VILI_MAYUMBA
85,path,sil,vif,H12_VILI_MAYUMBA
86,mountain,mosi,vif,H12_VILI_MAYUMBA
92,night,bwilu,vif,H12_VILI_MAYUMBA
95,full,XXX,vif,H12_VILI_MAYUMBA
96,new,fum,vif,H12_VILI_MAYUMBA
100,name,sin,vif,H12_VILI_MAYUMBA
1,I,XXX,kng,H166_KONGO_MANYANGA
2,you,XXX,kng,H166_KONGO_MANYANGA
3,we,XXX,kng,H166_KONGO_MANYANGA
11,one,mosi,kng,H166_KONGO_MANYANGA
12,two,ole,kng,H166_KONGO_MANYANGA
18,person,ntu,kng,H166_KONGO_MANYANGA
19,fish,bizi,kng,H166_KONGO_MANYANGA
21,dog,bwa,kng,H166_KONGO_MANYANGA
22,louse,yanzi,kng,H166_KONGO_MANYANGA
23,tree,ti,kng,H166_KONGO_MANYANGA
25,leaf,kaya,kng,H166_KONGO_MANYANGA
28,skin,kanda,kng,H166_KONGO_MANYANGA
30,blood,enga,kng,H166_KONGO_MANYANGA
31,bone,gisi,kng,H166_KONGO_MANYANGA
34,horn,poka,kng,H166_KONGO_MANYANGA
39,ear,kutu,kng,H166_KONGO_MANYANGA
40,eye,so,kng,H166_KONGO_MANYANGA
41,nose,bombo,kng,H166_KONGO_MANYANGA
43,tooth,no,kng,H166_KONGO_MANYANGA
44,tongue,dimi,kng,H166_KONGO_MANYANGA
47,knee,koto,kng,H166_KONGO_MANYANGA
48,hand,XXX,kng,H166_KONGO_MANYANGA
51,breast,bene,kng,H166_KONGO_MANYANGA
53,liver,fulu,kng,H166_KONGO_MANYANGA
54,drink,nw,kng,H166_KONGO_MANYANGA
57,see,mon,kng,H166_KONGO_MANYANGA
58,hear,uw,kng,H166_KONGO_MANYANGA
61,die,fw,kng,H166_KONGO_MANYANGA
66,come,iz,kng,H166_KONGO_MANYANGA
72,sun,tangu,kng,H166_KONGO_MANYANGA
74,star,bwetete,kng,H166_KONGO_MANYANGA
75,water,aza,kng,H166_KONGO_MANYANGA
77,stone,tadi,kng,H166_KONGO_MANYANGA
82,fire,iya,kng,H166_KONGO_MANYANGA
85,path,zila,kng,H166_KONGO_MANYANGA
86,mountain,ongo,kng,H166_KONGO_MANYANGA
92,night,fuku,kng,H166_KONGO_MANYANGA
95,full,fuluk,kng,H166_KONGO_MANYANGA
96,new,a mona,kng,H166_KONGO_MANYANGA
100,name,kumbu,kng,H166_KONGO_MANYANGA
1,I,XXX,swh,HADIMU
2,you,XXX,swh,HADIMU
3,we,XXX,swh,HADIMU
11,one,moja,swh,HADIMU
12,two,wili,swh,HADIMU
18,person,tw~u,swh,HADIMU
19,fish,mba,swh,HADIMU
21,dog,nge,swh,HADIMU
22,louse,wawa,swh,HADIMU
23,tree,jiti,swh,HADIMU
25,leaf,ani,swh,HADIMU
28,skin,gozi,swh,HADIMU
30,blood,mu,swh,HADIMU
31,bone,ngolo,swh,HADIMU
34,horn,wembe,swh,HADIMU
39,ear,kio,swh,HADIMU
40,eye,Tho,swh,HADIMU
41,nose,pua,swh,HADIMU
43,tooth,no,swh,HADIMU
44,tongue,limi,swh,HADIMU
47,knee,ti,swh,HADIMU
48,hand,XXX,swh,HADIMU
51,breast,wa,swh,HADIMU
53,liver,ni,swh,HADIMU
54,drink,nywa,swh,HADIMU
57,see,ona,swh,HADIMU
58,hear,sikia,swh,HADIMU
61,die,fwa,swh,HADIMU
66,come,ja,swh,HADIMU
72,sun,ua,swh,HADIMU
74,star,yota,swh,HADIMU
75,water,aji,swh,HADIMU
77,stone,bwe,swh,HADIMU
82,fire,to,swh,HADIMU
85,path,jia,swh,HADIMU
86,mountain,lima,swh,HADIMU
92,night,siku,swh,HADIMU
95,full,XXX,swh,HADIMU
96,new,pya,swh,HADIMU
100,name,na,swh,HADIMU
1,I,XXX,ldi,HANGALA
2,you,XXX,ldi,HANGALA
3,we,XXX,ldi,HANGALA
11,one,mosi,ldi,HANGALA
12,two,bole,ldi,HANGALA
18,person,ntu,ldi,HANGALA
19,fish,bisi,ldi,HANGALA
21,dog,bwa,ldi,HANGALA
22,louse,gina,ldi,HANGALA
23,tree,ti,ldi,HANGALA
25,leaf,kaya,ldi,HANGALA
28,skin,kanda,ldi,HANGALA
30,blood,enge,ldi,HANGALA
31,bone,hisi,ldi,HANGALA
34,horn,poka,ldi,HANGALA
39,ear,tu,ldi,HANGALA
40,eye,isu,ldi,HANGALA
41,nose,bombo,ldi,HANGALA
43,tooth,inu,ldi,HANGALA
44,tongue,dimi,ldi,HANGALA
47,knee,to,ldi,HANGALA
48,hand,XXX,ldi,HANGALA
51,breast,bene,ldi,HANGALA
53,liver,langa,ldi,HANGALA
54,drink,nwa,ldi,HANGALA
57,see,yene,ldi,HANGALA
58,hear,ywa,ldi,HANGALA
61,die,fwa,ldi,HANGALA
66,come,isa,ldi,HANGALA
72,sun,ta ngu,ldi,HANGALA
74,star,buetete,ldi,HANGALA
75,water,amba,ldi,HANGALA
77,stone,tari,ldi,HANGALA
82,fire,iya,ldi,HANGALA
85,path,zila,ldi,HANGALA
86,mountain,landu,ldi,HANGALA
92,night,pimpa,ldi,HANGALA
95,full,fuluka,ldi,HANGALA
96,new,kiamona,ldi,HANGALA
100,name,kumbu,ldi,HANGALA
1,I,i5e,hay,HAYA
2,you,iwe,hay,HAYA
3,we,iCwe,hay,HAYA
11,one,mo,hay,HAYA
12,two,bili,hay,HAYA
18,person,nt~u,hay,HAYA
19,fish,XXX,hay,HAYA
21,dog,bw~a,hay,HAYA
22,louse,da,hay,HAYA
23,tree,ti,hay,HAYA
25,leaf,babi,hay,HAYA
28,skin,bili,hay,HAYA
30,blood,amb~a,hay,HAYA
31,bone,gufa,hay,HAYA
34,horn,emb~e,hay,HAYA
39,ear,tw~i,hay,HAYA
40,eye,iSo,hay,HAYA
41,nose,5ind~o,hay,HAYA
43,tooth,ino,hay,HAYA
44,tongue,limi,hay,HAYA
47,knee,jw~i,hay,HAYA
48,hand,kono,hay,HAYA
51,breast,bele,hay,HAYA
53,liver,ilima,hay,HAYA
54,drink,5wa,hay,HAYA
57,see,bona,hay,HAYA
58,hear,lila,hay,HAYA
61,die,fa,hay,HAYA
66,come,ija,hay,HAYA
72,sun,zoba,hay,HAYA
74,star,5a5i5i,hay,HAYA
75,water,izi,hay,HAYA
77,stone,bale,hay,HAYA
82,fire,lilo,hay,HAYA
85,path,and~a,hay,HAYA
86,mountain,baNg~a,hay,HAYA
92,night,omu iro,hay,HAYA
95,full,ijula,hay,HAYA
96,new,ya,hay,HAYA
100,name,bala,hay,HAYA
1,I,XXX,hem,HEMBA_BWINYANYEMBA
2,you,XXX,hem,HEMBA_BWINYANYEMBA
3,we,XXX,hem,HEMBA_BWINYANYEMBA
11,one,mo,hem,HEMBA_BWINYANYEMBA
12,two,bili,hem,HEMBA_BWINYANYEMBA
18,person,ndu,hem,HEMBA_BWINYANYEMBA
19,fish,siha,hem,HEMBA_BWINYANYEMBA
21,dog,bwa,hem,HEMBA_BWINYANYEMBA
22,louse,guso,hem,HEMBA_BWINYANYEMBA
23,tree,ti,hem,HEMBA_BWINYANYEMBA
25,leaf,bizi,hem,HEMBA_BWINYANYEMBA
28,skin,bili,hem,HEMBA_BWINYANYEMBA
30,blood,loha,hem,HEMBA_BWINYANYEMBA
31,bone,uya,hem,HEMBA_BWINYANYEMBA
34,horn,senge,hem,HEMBA_BWINYANYEMBA
39,ear,Thwi,hem,HEMBA_BWINYANYEMBA
40,eye,iso,hem,HEMBA_BWINYANYEMBA
41,nose,yulu,hem,HEMBA_BWINYANYEMBA
43,tooth,ino,hem,HEMBA_BWINYANYEMBA
44,tongue,limi,hem,HEMBA_BWINYANYEMBA
47,knee,ngumba,hem,HEMBA_BWINYANYEMBA
48,hand,XXX,hem,HEMBA_BWINYANYEMBA
51,breast,bele,hem,HEMBA_BWINYANYEMBA
53,liver,tima,hem,HEMBA_BWINYANYEMBA
54,drink,nywa,hem,HEMBA_BWINYANYEMBA
57,see,mona,hem,HEMBA_BWINYANYEMBA
58,hear,tegenena,hem,HEMBA_BWINYANYEMBA
61,die,fwa,hem,HEMBA_BWINYANYEMBA
66,come,vwa,hem,HEMBA_BWINYANYEMBA
72,sun,yuba,hem,HEMBA_BWINYANYEMBA
74,star,ngundingundi,hem,HEMBA_BWINYANYEMBA
75,water,ema,hem,HEMBA_BWINYANYEMBA
77,stone,bwe,hem,HEMBA_BWINYANYEMBA
82,fire,lilo,hem,HEMBA_BWINYANYEMBA
85,path,sinda,hem,HEMBA_BWINYANYEMBA
86,mountain,gulu,hem,HEMBA_BWINYANYEMBA
92,night,tufu,hem,HEMBA_BWINYANYEMBA
95,full,ba,hem,HEMBA_BWINYANYEMBA
96,new,hya,hem,HEMBA_BWINYANYEMBA
100,name,zina,hem,HEMBA_BWINYANYEMBA
1,I,ami,her,HERERO
2,you,ovE,her,HERERO
3,we,EtE,her,HERERO
11,one,mw~E,her,HERERO
12,two,vari,her,HERERO
18,person,nd~u,her,HERERO
19,fish,hunj~u,her,HERERO
21,dog,bw~a,her,HERERO
22,louse,na,her,HERERO
23,tree,ti,her,HERERO
25,leaf,yao,her,HERERO
28,skin,kova,her,HERERO
30,blood,bi4d~u,her,HERERO
31,bone,tupa,her,HERERO
34,horn,5a,her,HERERO
39,ear,tw~i,her,HERERO
40,eye,ho,her,HERERO
41,nose,yuru,her,HERERO
43,tooth,yo,her,HERERO
44,tongue,raka,her,HERERO
47,knee,goro,her,HERERO
48,hand,kE,her,HERERO
51,breast,vErE,her,HERERO
53,liver,huri,her,HERERO
54,drink,nw~a,her,HERERO
57,see,muna,her,HERERO
58,hear,zuva,her,HERERO
61,die,koka,her,HERERO
66,come,za,her,HERERO
72,sun,yuva,her,HERERO
74,star,5osE,her,HERERO
75,water,mEva,her,HERERO
77,stone,wE,her,HERERO
82,fire,riro,her,HERERO
85,path,jira,her,HERERO
86,mountain,dund~u,her,HERERO
92,night,tuku,her,HERERO
95,full,ura,her,HERERO
96,new,pE,her,HERERO
100,name,na,her,HERERO
1,I,XXX,nyn,HIMA_RDC
2,you,XXX,nyn,HIMA_RDC
3,we,XXX,nyn,HIMA_RDC
11,one,mo,nyn,HIMA_RDC
12,two,viri,nyn,HIMA_RDC
18,person,ntu,nyn,HIMA_RDC
19,fish,tThu,nyn,HIMA_RDC
21,dog,bwa,nyn,HIMA_RDC
22,louse,da,nyn,HIMA_RDC
23,tree,ti,nyn,HIMA_RDC
25,leaf,kora,nyn,HIMA_RDC
28,skin,ru,nyn,HIMA_RDC
30,blood,sahi,nyn,HIMA_RDC
31,bone,gufa,nyn,HIMA_RDC
34,horn,hembe,nyn,HIMA_RDC
39,ear,tu,nyn,HIMA_RDC
40,eye,iso,nyn,HIMA_RDC
41,nose,yindo,nyn,HIMA_RDC
43,tooth,ino,nyn,HIMA_RDC
44,tongue,limi,nyn,HIMA_RDC
47,knee,ju,nyn,HIMA_RDC
48,hand,XXX,nyn,HIMA_RDC
51,breast,mata,nyn,HIMA_RDC
53,liver,bune,nyn,HIMA_RDC
54,drink,nywa,nyn,HIMA_RDC
57,see,rora,nyn,HIMA_RDC
58,hear,hura,nyn,HIMA_RDC
61,die,afire,nyn,HIMA_RDC
66,come,ija,nyn,HIMA_RDC
72,sun,zoba,nyn,HIMA_RDC
74,star,nyunyuzi,nyn,HIMA_RDC
75,water,izi,nyn,HIMA_RDC
77,stone,vale,nyn,HIMA_RDC
82,fire,wuro,nyn,HIMA_RDC
85,path,handa,nyn,HIMA_RDC
86,mountain,sozi,nyn,HIMA_RDC
92,night,ro,nyn,HIMA_RDC
95,full,XXX,nyn,HIMA_RDC
96,new,hiaka,nyn,HIMA_RDC
100,name,vara,nyn,HIMA_RDC
1,I,mna,ssw,HLUBI
2,you,wena,ssw,HLUBI
3,we,th~ina,ssw,HLUBI
11,one,5e,ssw,HLUBI
12,two,mb~ini,ssw,HLUBI
18,person,nt~u,ssw,HLUBI
19,fish,tL~anz~i,ssw,HLUBI
21,dog,ja,ssw,HLUBI
22,louse,ntw$ala,ssw,HLUBI
23,tree,th~i,ssw,HLUBI
25,leaf,g!~abi,ssw,HLUBI
28,skin,kh~umb~a,ssw,HLUBI
30,blood,gazi,ssw,HLUBI
31,bone,th~amb~o,ssw,HLUBI
34,horn,ph~ond~o,ssw,HLUBI
39,ear,dL~ebe,ssw,HLUBI
40,eye,Lo,ssw,HLUBI
41,nose,pumlo,ssw,HLUBI
43,tooth,zi5o,ssw,HLUBI
44,tongue,lw~imi,ssw,HLUBI
47,knee,dolo,ssw,HLUBI
48,hand,andL$a,ssw,HLUBI
51,breast,bele,ssw,HLUBI
53,liver,bind~i,ssw,HLUBI
54,drink,nath~,ssw,HLUBI
57,see,bon,ssw,HLUBI
58,hear,v,ssw,HLUBI
61,die,f,ssw,HLUBI
66,come,z,ssw,HLUBI
72,sun,laNa,ssw,HLUBI
74,star,kw~ekw~ezi,ssw,HLUBI
75,water,nz~i,ssw,HLUBI
77,stone,ty~e,ssw,HLUBI
82,fire,lilo,ssw,HLUBI
85,path,dL~ela,ssw,HLUBI
86,mountain,nt~aba,ssw,HLUBI
92,night,suku,ssw,HLUBI
95,full,wele,ssw,HLUBI
96,new,nC~a,ssw,HLUBI
100,name,gama,ssw,HLUBI
1,I,nd~i,ilb,ILA
2,you,XXX,ilb,ILA
3,we,tu,ilb,ILA
11,one,mw~i,ilb,ILA
12,two,bili,ilb,ILA
18,person,nt~u,ilb,ILA
19,fish,sw~i,ilb,ILA
21,dog,bw~a,ilb,ILA
22,louse,nj~ina,ilb,ILA
23,tree,samo,ilb,ILA
25,leaf,tovu,ilb,ILA
28,skin,kand~a,ilb,ILA
30,blood,loa,ilb,ILA
31,bone,fua,ilb,ILA
34,horn,iya,ilb,ILA
39,ear,tw~i,ilb,ILA
40,eye,ins~o,ilb,ILA
41,nose,naNg~o,ilb,ILA
43,tooth,ino,ilb,ILA
44,tongue,laka,ilb,ILA
47,knee,vhw$i,ilb,ILA
48,hand,taSi,ilb,ILA
51,breast,kolo,ilb,ILA
53,liver,ni,ilb,ILA
54,drink,nw~a,ilb,ILA
57,see,bona,ilb,ILA
58,hear,telela,ilb,ILA
61,die,fw~a,ilb,ILA
66,come,eza,ilb,ILA
72,sun,zuba,ilb,ILA
74,star,toNw~eZi,ilb,ILA
75,water,menZ~i,ilb,ILA
77,stone,bw~e,ilb,ILA
82,fire,dilo,ilb,ILA
85,path,Zila,ilb,ILA
86,mountain,lund~u,ilb,ILA
92,night,Siku,ilb,ILA
95,full,XXX,ilb,ILA
96,new,pia,ilb,ILA
100,name,Zina,ilb,ILA
1,I,XXX,tbt,J531_TEMBO_2
2,you,XXX,tbt,J531_TEMBO_2
3,we,XXX,tbt,J531_TEMBO_2
11,one,7uma,tbt,J531_TEMBO_2
12,two,bili,tbt,J531_TEMBO_2
18,person,ndu,tbt,J531_TEMBO_2
19,fish,fi,tbt,J531_TEMBO_2
21,dog,gunda,tbt,J531_TEMBO_2
22,louse,da,tbt,J531_TEMBO_2
23,tree,Ti,tbt,J531_TEMBO_2
25,leaf,Ti,tbt,J531_TEMBO_2
28,skin,7u,tbt,J531_TEMBO_2
30,blood,kira,tbt,J531_TEMBO_2
31,bone,kinya,tbt,J531_TEMBO_2
34,horn,embe,tbt,J531_TEMBO_2
39,ear,tu,tbt,J531_TEMBO_2
40,eye,iho,tbt,J531_TEMBO_2
41,nose,indo,tbt,J531_TEMBO_2
43,tooth,ino,tbt,J531_TEMBO_2
44,tongue,limi,tbt,J531_TEMBO_2
47,knee,fi,tbt,J531_TEMBO_2
48,hand,XXX,tbt,J531_TEMBO_2
51,breast,bere,tbt,J531_TEMBO_2
53,liver,sisa,tbt,J531_TEMBO_2
54,drink,mo,tbt,J531_TEMBO_2
57,see,lol,tbt,J531_TEMBO_2
58,hear,umv,tbt,J531_TEMBO_2
61,die,fu,tbt,J531_TEMBO_2
66,come,bah,tbt,J531_TEMBO_2
72,sun,suba,tbt,J531_TEMBO_2
74,star,gununu,tbt,J531_TEMBO_2
75,water,iSi,tbt,J531_TEMBO_2
77,stone,koi,tbt,J531_TEMBO_2
82,fire,liro,tbt,J531_TEMBO_2
85,path,Tira,tbt,J531_TEMBO_2
86,mountain,dulungu,tbt,J531_TEMBO_2
92,night,tufu,tbt,J531_TEMBO_2
95,full,ih,tbt,J531_TEMBO_2
96,new,yaya,tbt,J531_TEMBO_2
100,name,sina,tbt,J531_TEMBO_2
1,I,XXX,run,J62_RUNDI
2,you,XXX,run,J62_RUNDI
3,we,XXX,run,J62_RUNDI
11,one,mwe,run,J62_RUNDI
12,two,biri,run,J62_RUNDI
18,person,ntu,run,J62_RUNDI
19,fish,fi,run,J62_RUNDI
21,dog,bwa,run,J62_RUNDI
22,louse,da,run,J62_RUNDI
23,tree,ti,run,J62_RUNDI
25,leaf,babi,run,J62_RUNDI
28,skin,sato,run,J62_RUNDI
30,blood,raso,run,J62_RUNDI
31,bone,gufa,run,J62_RUNDI
34,horn,hembe,run,J62_RUNDI
39,ear,twi,run,J62_RUNDI
40,eye,so,run,J62_RUNDI
41,nose,zuru,run,J62_RUNDI
43,tooth,inyo,run,J62_RUNDI
44,tongue,rimi,run,J62_RUNDI
47,knee,vi,run,J62_RUNDI
48,hand,XXX,run,J62_RUNDI
51,breast,bere,run,J62_RUNDI
53,liver,tigu,run,J62_RUNDI
54,drink,nyo,run,J62_RUNDI
57,see,bon,run,J62_RUNDI
58,hear,umv,run,J62_RUNDI
61,die,pfu,run,J62_RUNDI
66,come,za,run,J62_RUNDI
72,sun,zuba,run,J62_RUNDI
74,star,nyenyeri,run,J62_RUNDI
75,water,zi,run,J62_RUNDI
77,stone,buye,run,J62_RUNDI
82,fire,Tanwa,run,J62_RUNDI
85,path,zira,run,J62_RUNDI
86,mountain,sozi,run,J62_RUNDI
92,night,joro,run,J62_RUNDI
95,full,uzur,run,J62_RUNDI
96,new,Sa,run,J62_RUNDI
100,name,zina,run,J62_RUNDI
1,I,XXX,lue,K14_LWENA_1
2,you,XXX,lue,K14_LWENA_1
3,we,XXX,lue,K14_LWENA_1
11,one,mwe,lue,K14_LWENA_1
12,two,bali,lue,K14_LWENA_1
18,person,tu,lue,K14_LWENA_1
19,fish,shi,lue,K14_LWENA_1
21,dog,tuwa,lue,K14_LWENA_1
22,louse,jina,lue,K14_LWENA_1
23,tree,tondo,lue,K14_LWENA_1
25,leaf,fo,lue,K14_LWENA_1
28,skin,kova,lue,K14_LWENA_1
30,blood,nyinga,lue,K14_LWENA_1
31,bone,fuhwa,lue,K14_LWENA_1
34,horn,mbinga,lue,K14_LWENA_1
39,ear,twitwi,lue,K14_LWENA_1
40,eye,so,lue,K14_LWENA_1
41,nose,zulu,lue,K14_LWENA_1
43,tooth,zo,lue,K14_LWENA_1
44,tongue,limi,lue,K14_LWENA_1
47,knee,mbuli,lue,K14_LWENA_1
48,hand,voko,lue,K14_LWENA_1
51,breast,vele,lue,K14_LWENA_1
53,liver,suli,lue,K14_LWENA_1
54,drink,nwa,lue,K14_LWENA_1
57,see,mona,lue,K14_LWENA_1
58,hear,ivwa,lue,K14_LWENA_1
61,die,fwa,lue,K14_LWENA_1
66,come,Sika,lue,K14_LWENA_1
72,sun,kumbi,lue,K14_LWENA_1
74,star,tanganyika,lue,K14_LWENA_1
75,water,XXX,lue,K14_LWENA_1
77,stone,lolwa,lue,K14_LWENA_1
82,fire,hya,lue,K14_LWENA_1
85,path,jila,lue,K14_LWENA_1
86,mountain,pili,lue,K14_LWENA_1
92,night,fuku,lue,K14_LWENA_1
95,full,zala,lue,K14_LWENA_1
96,new,hya,lue,K14_LWENA_1
100,name,jina,lue,K14_LWENA_1
1,I,imi,kck,KALANGA
2,you,XXX,kck,KALANGA
3,we,isw~i,kck,KALANGA
11,one,nomp~ela,kck,KALANGA
12,two,XXX,kck,KALANGA
18,person,th~u,kck,KALANGA
19,fish,hove,kck,KALANGA
21,dog,gb~a,kck,KALANGA
22,louse,nd~a,kck,KALANGA
23,tree,ti,kck,KALANGA
25,leaf,Zani,kck,KALANGA
28,skin,gand~a,kck,KALANGA
30,blood,lopa,kck,KALANGA
31,bone,fupa,kck,KALANGA
34,horn,5aNg~a,kck,KALANGA
39,ear,eno,kck,KALANGA
40,eye,eSo,kck,KALANGA
41,nose,milo,kck,KALANGA
43,tooth,Zino,kck,KALANGA
44,tongue,limi,kck,KALANGA
47,knee,dw~i,kck,KALANGA
48,hand,aZa,kck,KALANGA
51,breast,Zamu,kck,KALANGA
53,liver,lopa,kck,KALANGA
54,drink,XXX,kck,KALANGA
57,see,XXX,kck,KALANGA
58,hear,wh~a,kck,KALANGA
61,die,fa,kck,KALANGA
66,come,Za,kck,KALANGA
72,sun,Zuva,kck,KALANGA
74,star,5e5eci,kck,KALANGA
75,water,vula,kck,KALANGA
77,stone,gb~e,kck,KALANGA
82,fire,moto,kck,KALANGA
85,path,zila,kck,KALANGA
86,mountain,domb~o,kck,KALANGA
92,night,siku,kck,KALANGA
95,full,Zala,kck,KALANGA
96,new,ps~a,kck,KALANGA
100,name,zina,kck,KALANGA
1,I,5ie,kam,KAMBA_2
2,you,we,kam,KAMBA_2
3,we,i8ye,kam,KAMBA_2
11,one,XXX,kam,KAMBA_2
12,two,ile,kam,KAMBA_2
18,person,ndo,kam,KAMBA_2
19,fish,ekoyo,kam,KAMBA_2
21,dog,ngite,kam,KAMBA_2
22,louse,nda,kam,KAMBA_2
23,tree,te,kam,KAMBA_2
25,leaf,eto,kam,KAMBA_2
28,skin,XXX,kam,KAMBA_2
30,blood,n8akame,kam,KAMBA_2
31,bone,evende,kam,KAMBA_2
34,horn,XXX,kam,KAMBA_2
39,ear,koto,kam,KAMBA_2
40,eye,i8ome8o,kam,KAMBA_2
41,nose,"e5""o",kam,KAMBA_2
43,tooth,eo,kam,KAMBA_2
44,tongue,me,kam,KAMBA_2
47,knee,yeu,kam,KAMBA_2
