WordNo,Meaning,Word,LangCode,LangName
75,water,uha*,bxr,BURIAT_RUSSIA
77,stone,Sulu*,bxr,BURIAT_RUSSIA
82,fire,GaL,bxr,BURIAT_RUSSIA
85,path,XXX,bxr,BURIAT_RUSSIA
86,mountain,ula,bxr,BURIAT_RUSSIA
92,night,XXX,bxr,BURIAT_RUSSIA
95,full,dur3*,bxr,BURIAT_RUSSIA
96,new,XXX,bxr,BURIAT_RUSSIA
100,name,XXX,bxr,BURIAT_RUSSIA
1,I,bi,dta,DAUR
2,you,Si,dta,DAUR
3,we,bed,dta,DAUR
11,one,n3k,dta,DAUR
12,two,xoir,dta,DAUR
18,person,xu,dta,DAUR
19,fish,jags,dta,DAUR
21,dog,noxw~,dta,DAUR
22,louse,XXX,dta,DAUR
23,tree,mod,dta,DAUR
25,leaf,lErC,dta,DAUR
28,skin,ars,dta,DAUR
30,blood,XXX,dta,DAUR
31,bone,XXX,dta,DAUR
34,horn,x3ur,dta,DAUR
39,ear,XXX,dta,DAUR
40,eye,nid,dta,DAUR
41,nose,hamer,dta,DAUR
43,tooth,XXX,dta,DAUR
44,tongue,k3l3,dta,DAUR
47,knee,tolCix,dta,DAUR
48,hand,gary~,dta,DAUR
51,breast,XXX,dta,DAUR
53,liver,XXX,dta,DAUR
54,drink,wo,dta,DAUR
57,see,uj,dta,DAUR
58,hear,sons,dta,DAUR
61,die,ug,dta,DAUR
66,come,ir,dta,DAUR
72,sun,nar,dta,DAUR
74,star,hod,dta,DAUR
75,water,os,dta,DAUR
77,stone,Colo,dta,DAUR
82,fire,CuCw~,dta,DAUR
85,path,t3rgui,dta,DAUR
86,mountain,aul,dta,DAUR
92,night,XXX,dta,DAUR
95,full,Cad,dta,DAUR
96,new,XXX,dta,DAUR
100,name,n3r,dta,DAUR
1,I,bi,mvf,KALAQIN
2,you,Ci,mvf,KALAQIN
3,we,bide,mvf,KALAQIN
11,one,nig,mvf,KALAQIN
12,two,XEyir,mvf,KALAQIN
18,person,Xw~3n,mvf,KALAQIN
19,fish,jiagas,mvf,KALAQIN
21,dog,nEXE,mvf,KALAQIN
22,louse,bw~3s,mvf,KALAQIN
23,tree,mod,mvf,KALAQIN
25,leaf,lEbC,mvf,KALAQIN
28,skin,aras,mvf,KALAQIN
30,blood,Cis,mvf,KALAQIN
31,bone,yas,mvf,KALAQIN
34,horn,XXX,mvf,KALAQIN
39,ear,Cig,mvf,KALAQIN
40,eye,n3d,mvf,KALAQIN
41,nose,Xamar,mvf,KALAQIN
43,tooth,Sid,mvf,KALAQIN
44,tongue,XXX,mvf,KALAQIN
47,knee,XXX,mvf,KALAQIN
48,hand,gar,mvf,KALAQIN
51,breast,XXX,mvf,KALAQIN
53,liver,XXX,mvf,KALAQIN
54,drink,u,mvf,KALAQIN
57,see,w3j,mvf,KALAQIN
58,hear,soNs,mvf,KALAQIN
61,die,w3X,mvf,KALAQIN
66,come,ir,mvf,KALAQIN
72,sun,nar,mvf,KALAQIN
74,star,od,mvf,KALAQIN
75,water,was,mvf,KALAQIN
77,stone,Cw~alu,mvf,KALAQIN
82,fire,XXX,mvf,KALAQIN
85,path,jam,mvf,KALAQIN
86,mountain,ol,mvf,KALAQIN
92,night,w3S3,mvf,KALAQIN
95,full,d3r,mvf,KALAQIN
96,new,XXX,mvf,KALAQIN
100,name,n3r,mvf,KALAQIN
1,I,py~i,xal,KALMYK
2,you,Ch~i,xal,KALMYK
3,we,by~itn,xal,KALMYK
11,one,ny~egn,xal,KALMYK
12,two,xor,xal,KALMYK
18,person,ky~un,xal,KALMYK
19,fish,CExsn,xal,KALMYK
21,dog,noxE,xal,KALMYK
22,louse,by~urg,xal,KALMYK
23,tree,motn,xal,KALMYK
25,leaf,xEmtxsn,xal,KALMYK
28,skin,Ersn,xal,KALMYK
30,blood,ch~usn,xal,KALMYK
31,bone,yEsn,xal,KALMYK
34,horn,owr,xal,KALMYK
39,ear,Ch~ikn,xal,KALMYK
40,eye,ny~utn,xal,KALMYK
41,nose,xEmr,xal,KALMYK
43,tooth,Sutn,xal,KALMYK
44,tongue,ky~eLn,xal,KALMYK
47,knee,owtg,xal,KALMYK
48,hand,xEr,xal,KALMYK
51,breast,ky~okn,xal,KALMYK
53,liver,eLkn,xal,KALMYK
54,drink,ux,xal,KALMYK
57,see,ucx,xal,KALMYK
58,hear,soNsx,xal,KALMYK
61,die,ukx,xal,KALMYK
66,come,irx,xal,KALMYK
72,sun,nErn,xal,KALMYK
74,star,otn,xal,KALMYK
75,water,usn,xal,KALMYK
77,stone,Ch~oLun,xal,KALMYK
82,fire,xEL,xal,KALMYK
85,path,xELx,xal,KALMYK
86,mountain,uL,xal,KALMYK
92,night,sy~o,xal,KALMYK
95,full,Curn,xal,KALMYK
96,new,Sin,xal,KALMYK
100,name,ny~ern,xal,KALMYK
1,I,py~i,khk,KHALKHA_MONGOLIAN
2,you,Chy$i,khk,KHALKHA_MONGOLIAN
3,we,py~it,khk,KHALKHA_MONGOLIAN
11,one,neg,khk,KHALKHA_MONGOLIAN
12,two,xoyor,khk,KHALKHA_MONGOLIAN
18,person,xuN,khk,KHALKHA_MONGOLIAN
19,fish,caqas,khk,KHALKHA_MONGOLIAN
21,dog,noxoi,khk,KHALKHA_MONGOLIAN
22,louse,pos,khk,KHALKHA_MONGOLIAN
23,tree,mot,khk,KHALKHA_MONGOLIAN
25,leaf,nawCh~,khk,KHALKHA_MONGOLIAN
28,skin,ary~s,khk,KHALKHA_MONGOLIAN
30,blood,ch~us,khk,KHALKHA_MONGOLIAN
31,bone,yas,khk,KHALKHA_MONGOLIAN
34,horn,ewer,khk,KHALKHA_MONGOLIAN
39,ear,Chy$ix,khk,KHALKHA_MONGOLIAN
40,eye,nut,khk,KHALKHA_MONGOLIAN
41,nose,xamar,khk,KHALKHA_MONGOLIAN
43,tooth,Sut,khk,KHALKHA_MONGOLIAN
44,tongue,xeL,khk,KHALKHA_MONGOLIAN
47,knee,3wt3g,khk,KHALKHA_MONGOLIAN
48,hand,qar,khk,KHALKHA_MONGOLIAN
51,breast,x3x,khk,KHALKHA_MONGOLIAN
53,liver,eLeg,khk,KHALKHA_MONGOLIAN
54,drink,ux,khk,KHALKHA_MONGOLIAN
57,see,ucex,khk,KHALKHA_MONGOLIAN
58,hear,tuLax,khk,KHALKHA_MONGOLIAN
61,die,uxex,khk,KHALKHA_MONGOLIAN
66,come,yirex,khk,KHALKHA_MONGOLIAN
72,sun,nar,khk,KHALKHA_MONGOLIAN
74,star,ot,khk,KHALKHA_MONGOLIAN
75,water,us,khk,KHALKHA_MONGOLIAN
77,stone,Ch~uLu,khk,KHALKHA_MONGOLIAN
82,fire,qaL,khk,KHALKHA_MONGOLIAN
85,path,Cy~im,khk,KHALKHA_MONGOLIAN
86,mountain,uL,khk,KHALKHA_MONGOLIAN
92,night,S3n3,khk,KHALKHA_MONGOLIAN
95,full,tureN,khk,KHALKHA_MONGOLIAN
96,new,Sy~ine,khk,KHALKHA_MONGOLIAN
100,name,ner,khk,KHALKHA_MONGOLIAN
1,I,bu,mjg,MONGUOR
2,you,ci,mjg,MONGUOR
3,we,buda,mjg,MONGUOR
11,one,nige,mjg,MONGUOR
12,two,golo,mjg,MONGUOR
18,person,biye,mjg,MONGUOR
19,fish,ciEgase,mjg,MONGUOR
21,dog,noxue,mjg,MONGUOR
22,louse,XXX,mjg,MONGUOR
23,tree,bag,mjg,MONGUOR
25,leaf,XXX,mjg,MONGUOR
28,skin,arase,mjg,MONGUOR
30,blood,XXX,mjg,MONGUOR
31,bone,XXX,mjg,MONGUOR
34,horn,XXX,mjg,MONGUOR
39,ear,cigi,mjg,MONGUOR
40,eye,nudu,mjg,MONGUOR
41,nose,xawar,mjg,MONGUOR
43,tooth,sdi,mjg,MONGUOR
44,tongue,XXX,mjg,MONGUOR
47,knee,udig,mjg,MONGUOR
48,hand,gar,mjg,MONGUOR
51,breast,XXX,mjg,MONGUOR
53,liver,XXX,mjg,MONGUOR
54,drink,oci,mjg,MONGUOR
57,see,musog,mjg,MONGUOR
58,hear,XXX,mjg,MONGUOR
61,die,fugu,mjg,MONGUOR
66,come,re,mjg,MONGUOR
72,sun,nara,mjg,MONGUOR
74,star,XXX,mjg,MONGUOR
75,water,fucu,mjg,MONGUOR
77,stone,tas,mjg,MONGUOR
82,fire,gar,mjg,MONGUOR
85,path,mor,mjg,MONGUOR
86,mountain,ula,mjg,MONGUOR
92,night,soni,mjg,MONGUOR
95,full,XXX,mjg,MONGUOR
96,new,seni,mjg,MONGUOR
100,name,niere,mjg,MONGUOR
1,I,pi,sce,SANTA_MONGOLIAN
2,you,ch~i,sce,SANTA_MONGOLIAN
3,we,math~aN,sce,SANTA_MONGOLIAN
11,one,ny3,sce,SANTA_MONGOLIAN
12,two,qwa,sce,SANTA_MONGOLIAN
18,person,kh~uN,sce,SANTA_MONGOLIAN
19,fish,caXasuN,sce,SANTA_MONGOLIAN
21,dog,noX3y,sce,SANTA_MONGOLIAN
22,louse,bosuN,sce,SANTA_MONGOLIAN
23,tree,muth~uN,sce,SANTA_MONGOLIAN
25,leaf,lach~3N,sce,SANTA_MONGOLIAN
28,skin,arasuN,sce,SANTA_MONGOLIAN
30,blood,ch~usuN,sce,SANTA_MONGOLIAN
31,bone,yasuN,sce,SANTA_MONGOLIAN
34,horn,or,sce,SANTA_MONGOLIAN
39,ear,ch~iq3N,sce,SANTA_MONGOLIAN
40,eye,nutuN,sce,SANTA_MONGOLIAN
41,nose,qh~awa,sce,SANTA_MONGOLIAN
43,tooth,situN,sce,SANTA_MONGOLIAN
44,tongue,khy3ly3,sce,SANTA_MONGOLIAN
47,knee,ot3u,sce,SANTA_MONGOLIAN
48,hand,qh~a,sce,SANTA_MONGOLIAN
51,breast,nayci,sce,SANTA_MONGOLIAN
53,liver,XXX,sce,SANTA_MONGOLIAN
54,drink,icy3,sce,SANTA_MONGOLIAN
57,see,uc3,sce,SANTA_MONGOLIAN
58,hear,ch~anli3,sce,SANTA_MONGOLIAN
61,die,fuku,sce,SANTA_MONGOLIAN
66,come,ir3,sce,SANTA_MONGOLIAN
72,sun,XXX,sce,SANTA_MONGOLIAN
74,star,xotuN,sce,SANTA_MONGOLIAN
75,water,usu,sce,SANTA_MONGOLIAN
77,stone,%tasi,sce,SANTA_MONGOLIAN
82,fire,qh~aN,sce,SANTA_MONGOLIAN
85,path,mo,sce,SANTA_MONGOLIAN
86,mountain,ula,sce,SANTA_MONGOLIAN
92,night,Sy3ni,sce,SANTA_MONGOLIAN
95,full,ch~udu,sce,SANTA_MONGOLIAN
96,new,sini,sce,SANTA_MONGOLIAN
100,name,XXX,sce,SANTA_MONGOLIAN
1,I,bi,sjo,SIBE_MANCHU
2,you,Si,sjo,SIBE_MANCHU
3,we,bo,sjo,SIBE_MANCHU
11,one,3m,sjo,SIBE_MANCHU
12,two,ju,sjo,SIBE_MANCHU
18,person,gurun,sjo,SIBE_MANCHU
19,fish,nimha,sjo,SIBE_MANCHU
21,dog,yonhun,sjo,SIBE_MANCHU
22,louse,XXX,sjo,SIBE_MANCHU
23,tree,helin,sjo,SIBE_MANCHU
25,leaf,XXX,sjo,SIBE_MANCHU
28,skin,XXX,sjo,SIBE_MANCHU
30,blood,SiN,sjo,SIBE_MANCHU
31,bone,giraN,sjo,SIBE_MANCHU
34,horn,XXX,sjo,SIBE_MANCHU
39,ear,san,sjo,SIBE_MANCHU
40,eye,yas,sjo,SIBE_MANCHU
41,nose,ovur,sjo,SIBE_MANCHU
43,tooth,vih3,sjo,SIBE_MANCHU
44,tongue,iliN,sjo,SIBE_MANCHU
47,knee,XXX,sjo,SIBE_MANCHU
48,hand,Gal,sjo,SIBE_MANCHU
51,breast,tuNun,sjo,SIBE_MANCHU
53,liver,fahun,sjo,SIBE_MANCHU
54,drink,Emi,sjo,SIBE_MANCHU
57,see,ta,sjo,SIBE_MANCHU
58,hear,dEnji,sjo,SIBE_MANCHU
61,die,b3C3,sjo,SIBE_MANCHU
66,come,ji,sjo,SIBE_MANCHU
72,sun,sun,sjo,SIBE_MANCHU
74,star,XXX,sjo,SIBE_MANCHU
75,water,muku,sjo,SIBE_MANCHU
77,stone,v3h3,sjo,SIBE_MANCHU
82,fire,tua,sjo,SIBE_MANCHU
85,path,XXX,sjo,SIBE_MANCHU
86,mountain,elin,sjo,SIBE_MANCHU
92,night,dEvir,sjo,SIBE_MANCHU
95,full,XXX,sjo,SIBE_MANCHU
96,new,iC3,sjo,SIBE_MANCHU
100,name,g3v,sjo,SIBE_MANCHU
1,I,man,alt,ALTAI
2,you,san,alt,ALTAI
3,we,bis,alt,ALTAI
11,one,XXX,alt,ALTAI
12,two,aki,alt,ALTAI
18,person,kiZi,alt,ALTAI
19,fish,baluk,alt,ALTAI
21,dog,it,alt,ALTAI
22,louse,bit,alt,ALTAI
23,tree,tarak,alt,ALTAI
25,leaf,Talburaq,alt,ALTAI
28,skin,tara,alt,ALTAI
30,blood,XXX,alt,ALTAI
31,bone,sak,alt,ALTAI
34,horn,mis,alt,ALTAI
39,ear,qulaq,alt,ALTAI
40,eye,qaraq,alt,ALTAI
41,nose,tumCuq,alt,ALTAI
43,tooth,XXX,alt,ALTAI
44,tongue,til,alt,ALTAI
47,knee,XXX,alt,ALTAI
48,hand,kol,alt,ALTAI
51,breast,taS,alt,ALTAI
53,liver,bur,alt,ALTAI
54,drink,XXX,alt,ALTAI
57,see,XXX,alt,ALTAI
58,hear,XXX,alt,ALTAI
61,die,XXX,alt,ALTAI
66,come,XXX,alt,ALTAI
72,sun,kin,alt,ALTAI
74,star,Tuldus,alt,ALTAI
75,water,XXX,alt,ALTAI
77,stone,taS,alt,ALTAI
82,fire,ot,alt,ALTAI
85,path,Tol,alt,ALTAI
86,mountain,XXX,alt,ALTAI
92,night,tin,alt,ALTAI
95,full,XXX,alt,ALTAI
96,new,TaNa,alt,ALTAI
100,name,XXX,alt,ALTAI
1,I,mEn,azj,AZERBAIJANI
2,you,sEn,azj,AZERBAIJANI
3,we,biz,azj,AZERBAIJANI
11,one,bir,azj,AZERBAIJANI
12,two,iki,azj,AZERBAIJANI
18,person,odom,azj,AZERBAIJANI
19,fish,bolug,azj,AZERBAIJANI
21,dog,it,azj,AZERBAIJANI
22,louse,bit,azj,AZERBAIJANI
23,tree,oxoj,azj,AZERBAIJANI
25,leaf,yorpog,azj,AZERBAIJANI
28,skin,dEri,azj,AZERBAIJANI
30,blood,gon,azj,AZERBAIJANI
31,bone,simik,azj,AZERBAIJANI
34,horn,buynuz,azj,AZERBAIJANI
39,ear,gulog,azj,AZERBAIJANI
40,eye,CEz,azj,AZERBAIJANI
41,nose,burun,azj,AZERBAIJANI
43,tooth,diS,azj,AZERBAIJANI
44,tongue,dil,azj,AZERBAIJANI
47,knee,diz,azj,AZERBAIJANI
48,hand,El,azj,AZERBAIJANI
51,breast,mEmE,azj,AZERBAIJANI
53,liver,goro jiyEr,azj,AZERBAIJANI
54,drink,iCmEk,azj,AZERBAIJANI
57,see,CErmEk,azj,AZERBAIJANI
58,hear,duymog,azj,AZERBAIJANI
61,die,ElmEk,azj,AZERBAIJANI
66,come,CElmEk,azj,AZERBAIJANI
72,sun,CinES,azj,AZERBAIJANI
74,star,ulduz,azj,AZERBAIJANI
75,water,su,azj,AZERBAIJANI
77,stone,doS,azj,AZERBAIJANI
82,fire,od,azj,AZERBAIJANI
85,path,juxur,azj,AZERBAIJANI
86,mountain,dox,azj,AZERBAIJANI
92,night,CEjE,azj,AZERBAIJANI
95,full,dolu,azj,AZERBAIJANI
96,new,yEni,azj,AZERBAIJANI
100,name,od,azj,AZERBAIJANI
1,I,man,azb,AZERBAIJANI_SOUTHERN
2,you,san,azb,AZERBAIJANI_SOUTHERN
3,we,biz,azb,AZERBAIJANI_SOUTHERN
11,one,bir,azb,AZERBAIJANI_SOUTHERN
12,two,XXX,azb,AZERBAIJANI_SOUTHERN
18,person,odom,azb,AZERBAIJANI_SOUTHERN
19,fish,balux,azb,AZERBAIJANI_SOUTHERN
21,dog,it,azb,AZERBAIJANI_SOUTHERN
22,louse,XXX,azb,AZERBAIJANI_SOUTHERN
23,tree,oXoj,azb,AZERBAIJANI_SOUTHERN
25,leaf,yaprax,azb,AZERBAIJANI_SOUTHERN
28,skin,dari,azb,AZERBAIJANI_SOUTHERN
30,blood,gon,azb,AZERBAIJANI_SOUTHERN
31,bone,XXX,azb,AZERBAIJANI_SOUTHERN
34,horn,buX,azb,AZERBAIJANI_SOUTHERN
39,ear,gy~iS,azb,AZERBAIJANI_SOUTHERN
40,eye,gy~ez,azb,AZERBAIJANI_SOUTHERN
41,nose,XXX,azb,AZERBAIJANI_SOUTHERN
43,tooth,diS,azb,AZERBAIJANI_SOUTHERN
44,tongue,dil,azb,AZERBAIJANI_SOUTHERN
47,knee,diz,azb,AZERBAIJANI_SOUTHERN
48,hand,al,azb,AZERBAIJANI_SOUTHERN
51,breast,XXX,azb,AZERBAIJANI_SOUTHERN
53,liver,XXX,azb,AZERBAIJANI_SOUTHERN
54,drink,iCmaky~,azb,AZERBAIJANI_SOUTHERN
57,see,ger,azb,AZERBAIJANI_SOUTHERN
58,hear,XXX,azb,AZERBAIJANI_SOUTHERN
61,die,XXX,azb,AZERBAIJANI_SOUTHERN
66,come,gy~almaky~,azb,AZERBAIJANI_SOUTHERN
72,sun,gy~in,azb,AZERBAIJANI_SOUTHERN
74,star,XXX,azb,AZERBAIJANI_SOUTHERN
75,water,XXX,azb,AZERBAIJANI_SOUTHERN
77,stone,doS,azb,AZERBAIJANI_SOUTHERN
82,fire,ot,azb,AZERBAIJANI_SOUTHERN
85,path,XXX,azb,AZERBAIJANI_SOUTHERN
86,mountain,doX,azb,AZERBAIJANI_SOUTHERN
92,night,XXX,azb,AZERBAIJANI_SOUTHERN
95,full,tox,azb,AZERBAIJANI_SOUTHERN
96,new,taza,azb,AZERBAIJANI_SOUTHERN
100,name,od,azb,AZERBAIJANI_SOUTHERN
1,I,min,bak,BASHKIR
2,you,hin,bak,BASHKIR
3,we,be8,bak,BASHKIR
11,one,ber,bak,BASHKIR
12,two,ike,bak,BASHKIR
18,person,keSe,bak,BASHKIR
19,fish,baluq,bak,BASHKIR
21,dog,et,bak,BASHKIR
22,louse,bet,bak,BASHKIR
23,tree,axas,bak,BASHKIR
25,leaf,yalpaq,bak,BASHKIR
28,skin,tire,bak,BASHKIR
30,blood,qan,bak,BASHKIR
31,bone,heyEk,bak,BASHKIR
34,horn,mege8,bak,BASHKIR
39,ear,qolaq,bak,BASHKIR
40,eye,ki8,bak,BASHKIR
41,nose,tanau,bak,BASHKIR
43,tooth,teS,bak,BASHKIR
44,tongue,tel,bak,BASHKIR
47,knee,tubuq,bak,BASHKIR
48,hand,qul,bak,BASHKIR
51,breast,kikrEk,bak,BASHKIR
53,liver,baur,bak,BASHKIR
54,drink,esei,bak,BASHKIR
57,see,kirei,bak,BASHKIR
58,hear,iSetei,bak,BASHKIR
61,die,ilei,bak,BASHKIR
66,come,kilei,bak,BASHKIR
72,sun,qoyaS,bak,BASHKIR
74,star,yondo8,bak,BASHKIR
75,water,hu,bak,BASHKIR
77,stone,taS,bak,BASHKIR
82,fire,ut,bak,BASHKIR
85,path,yul,bak,BASHKIR
86,mountain,tau,bak,BASHKIR
92,night,ten,bak,BASHKIR
95,full,tulu,bak,BASHKIR
96,new,yaNu,bak,BASHKIR
100,name,isem,bak,BASHKIR
1,I,eb3,chv,CHUVASH
2,you,ez3,chv,CHUVASH
3,we,ebir,chv,CHUVASH
11,one,p3r,chv,CHUVASH
12,two,iky~3,chv,CHUVASH
18,person,Sun,chv,CHUVASH
19,fish,pul3,chv,CHUVASH
21,dog,yud3,chv,CHUVASH
22,louse,pud3,chv,CHUVASH
23,tree,yuv3S,chv,CHUVASH
25,leaf,Suly~Z3,chv,CHUVASH
28,skin,tir,chv,CHUVASH
30,blood,yun,chv,CHUVASH
31,bone,S3m3,chv,CHUVASH
34,horn,m3raga,chv,CHUVASH
39,ear,x3lxa,chv,CHUVASH
40,eye,kuS,chv,CHUVASH
41,nose,s3mza,chv,CHUVASH
43,tooth,S3l,chv,CHUVASH
44,tongue,C3ly~xy~e,chv,CHUVASH
47,knee,C3rguSi,chv,CHUVASH
48,hand,al3,chv,CHUVASH
51,breast,k3g3r,chv,CHUVASH
53,liver,p3ver,chv,CHUVASH
54,drink,3S,chv,CHUVASH
57,see,kur,chv,CHUVASH
58,hear,ily~ty~,chv,CHUVASH
61,die,vily~,chv,CHUVASH
66,come,ky~ily~,chv,CHUVASH
72,sun,xy~3vely~,chv,CHUVASH
74,star,S3ld3r,chv,CHUVASH
75,water,Suv,chv,CHUVASH
77,stone,Cul,chv,CHUVASH
82,fire,vut,chv,CHUVASH
85,path,Sul,chv,CHUVASH
86,mountain,tu,chv,CHUVASH
92,night,kaS,chv,CHUVASH
95,full,tul3,chv,CHUVASH
96,new,S3ny~3,chv,CHUVASH
100,name,yat,chv,CHUVASH
1,I,3zim,crh,CRIMEAN_TATAR
2,you,sen,crh,CRIMEAN_TATAR
3,we,biz,crh,CRIMEAN_TATAR
11,one,bir,crh,CRIMEAN_TATAR
12,two,eki,crh,CRIMEAN_TATAR
18,person,3zi,crh,CRIMEAN_TATAR
19,fish,XXX,crh,CRIMEAN_TATAR
21,dog,it,crh,CRIMEAN_TATAR
22,louse,XXX,crh,CRIMEAN_TATAR
23,tree,axaS,crh,CRIMEAN_TATAR
25,leaf,japrak,crh,CRIMEAN_TATAR
28,skin,teri,crh,CRIMEAN_TATAR
30,blood,kan,crh,CRIMEAN_TATAR
31,bone,siyek,crh,CRIMEAN_TATAR
34,horn,miyiz,crh,CRIMEAN_TATAR
39,ear,kulak,crh,CRIMEAN_TATAR
40,eye,g3z,crh,CRIMEAN_TATAR
41,nose,burun,crh,CRIMEAN_TATAR
43,tooth,t3S,crh,CRIMEAN_TATAR
44,tongue,t3l,crh,CRIMEAN_TATAR
47,knee,t3z,crh,CRIMEAN_TATAR
48,hand,kol,crh,CRIMEAN_TATAR
51,breast,k3krek,crh,CRIMEAN_TATAR
53,liver,jiger,crh,CRIMEAN_TATAR
54,drink,iS,crh,CRIMEAN_TATAR
57,see,k3r,crh,CRIMEAN_TATAR
58,hear,esit,crh,CRIMEAN_TATAR
61,die,3l,crh,CRIMEAN_TATAR
66,come,kel,crh,CRIMEAN_TATAR
72,sun,kin,crh,CRIMEAN_TATAR
74,star,j3ld3z,crh,CRIMEAN_TATAR
75,water,suw,crh,CRIMEAN_TATAR
77,stone,tas,crh,CRIMEAN_TATAR
82,fire,ot,crh,CRIMEAN_TATAR
85,path,jol,crh,CRIMEAN_TATAR
86,mountain,taw,crh,CRIMEAN_TATAR
92,night,keSe,crh,CRIMEAN_TATAR
95,full,tolu,crh,CRIMEAN_TATAR
96,new,jaN3,crh,CRIMEAN_TATAR
100,name,at,crh,CRIMEAN_TATAR
1,I,XXX,gag,GAGAUZ
2,you,XXX,gag,GAGAUZ
3,we,XXX,gag,GAGAUZ
11,one,XXX,gag,GAGAUZ
12,two,iki,gag,GAGAUZ
18,person,XXX,gag,GAGAUZ
19,fish,bEluk,gag,GAGAUZ
21,dog,kenekit,gag,GAGAUZ
22,louse,sirkE,gag,GAGAUZ
23,tree,EC,gag,GAGAUZ
25,leaf,yEprEk,gag,GAGAUZ
28,skin,deri,gag,GAGAUZ
30,blood,kEn,gag,GAGAUZ
31,bone,kemik,gag,GAGAUZ
34,horn,bonuz,gag,GAGAUZ
39,ear,kulEk,gag,GAGAUZ
40,eye,XXX,gag,GAGAUZ
41,nose,burnu,gag,GAGAUZ
43,tooth,diS,gag,GAGAUZ
44,tongue,XXX,gag,GAGAUZ
47,knee,XXX,gag,GAGAUZ
48,hand,kol,gag,GAGAUZ
51,breast,memE,gag,GAGAUZ
53,liver,XXX,gag,GAGAUZ
54,drink,XXX,gag,GAGAUZ
57,see,XXX,gag,GAGAUZ
58,hear,XXX,gag,GAGAUZ
61,die,elmE,gag,GAGAUZ
66,come,erimE,gag,GAGAUZ
72,sun,gin,gag,GAGAUZ
74,star,yulduz,gag,GAGAUZ
75,water,XXX,gag,GAGAUZ
77,stone,tES,gag,GAGAUZ
82,fire,XXX,gag,GAGAUZ
85,path,yol,gag,GAGAUZ
86,mountain,XXX,gag,GAGAUZ
92,night,XXX,gag,GAGAUZ
95,full,XXX,gag,GAGAUZ
96,new,yeni,gag,GAGAUZ
100,name,XXX,gag,GAGAUZ
30,blood,qan,tur,IRAN_TURKIC
31,bone,simik,tur,IRAN_TURKIC
51,breast,def,tur,IRAN_TURKIC
66,come,Telir,tur,IRAN_TURKIC
61,die,elir,tur,IRAN_TURKIC
21,dog,kepEk,tur,IRAN_TURKIC
54,drink,iCir,tur,IRAN_TURKIC
39,ear,qulax,tur,IRAN_TURKIC
40,eye,gez,tur,IRAN_TURKIC
82,fire,7ot,tur,IRAN_TURKIC
19,fish,mahi,tur,IRAN_TURKIC
95,full,dolE,tur,IRAN_TURKIC
48,hand,7El,tur,IRAN_TURKIC
58,hear,7EfEdir,tur,IRAN_TURKIC
34,horn,Sax,tur,IRAN_TURKIC
1,I,mEn,tur,IRAN_TURKIC
47,knee,diz,tur,IRAN_TURKIC
25,leaf,yarpax,tur,IRAN_TURKIC
53,liver,jEgEr,tur,IRAN_TURKIC
22,louse,bit,tur,IRAN_TURKIC
86,mountain,dax,tur,IRAN_TURKIC
100,name,7ad,tur,IRAN_TURKIC
96,new,tazE,tur,IRAN_TURKIC
92,night,gEjE,tur,IRAN_TURKIC
41,nose,b3rn,tur,IRAN_TURKIC
11,one,bijE,tur,IRAN_TURKIC
85,path,yol,tur,IRAN_TURKIC
18,person,kEs,tur,IRAN_TURKIC
57,see,gerir,tur,IRAN_TURKIC
28,skin,darE,tur,IRAN_TURKIC
74,star,oldiz,tur,IRAN_TURKIC
77,stone,daS,tur,IRAN_TURKIC
72,sun,gin,tur,IRAN_TURKIC
44,tongue,dil,tur,IRAN_TURKIC
43,tooth,diS,tur,IRAN_TURKIC
23,tree,7araC,tur,IRAN_TURKIC
12,two,iky~e,tur,IRAN_TURKIC
75,water,su,tur,IRAN_TURKIC
3,we,biz,tur,IRAN_TURKIC
2,you,sEn,tur,IRAN_TURKIC
1,I,men,krc,KARACHAY_BALKAR
2,you,sen,krc,KARACHAY_BALKAR
3,we,biz,krc,KARACHAY_BALKAR
11,one,bir,krc,KARACHAY_BALKAR
12,two,eki,krc,KARACHAY_BALKAR
18,person,%adam,krc,KARACHAY_BALKAR
19,fish,Cabak,krc,KARACHAY_BALKAR
21,dog,it,krc,KARACHAY_BALKAR
22,louse,bit,krc,KARACHAY_BALKAR
23,tree,axaC,krc,KARACHAY_BALKAR
25,leaf,japrak,krc,KARACHAY_BALKAR
28,skin,teri,krc,KARACHAY_BALKAR
30,blood,kan,krc,KARACHAY_BALKAR
31,bone,siyek,krc,KARACHAY_BALKAR
34,horn,XXX,krc,KARACHAY_BALKAR
39,ear,kulak,krc,KARACHAY_BALKAR
40,eye,k3z,krc,KARACHAY_BALKAR
41,nose,burun,krc,KARACHAY_BALKAR
43,tooth,tiS,krc,KARACHAY_BALKAR
44,tongue,til,krc,KARACHAY_BALKAR
47,knee,XXX,krc,KARACHAY_BALKAR
48,hand,kol,krc,KARACHAY_BALKAR
51,breast,XXX,krc,KARACHAY_BALKAR
53,liver,bawur,krc,KARACHAY_BALKAR
54,drink,iC,krc,KARACHAY_BALKAR
57,see,k3r,krc,KARACHAY_BALKAR
58,hear,eSit,krc,KARACHAY_BALKAR
61,die,3l,krc,KARACHAY_BALKAR
66,come,kel,krc,KARACHAY_BALKAR
72,sun,kin,krc,KARACHAY_BALKAR
74,star,jild3z,krc,KARACHAY_BALKAR
