"year","ISO","ISO_No","Name","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_P1","PWD_P2","PWD_P3","PWD_P4","PWD_P5","PWD_P6","PWD_P7","PWD_P8","PWD_P9","PWD_P10","PWD_P11","PWD_P12","PWD_P13","PWD_P14","PWD_P15","PWD_P16","PWD_P17","PWD_P18","PWD_P19","PWD_P20","PWD_P21","PWD_P22","PWD_P23","PWD_P24","PWD_P25","PWD_P26","PWD_P27","PWD_P28","PWD_P29","PWD_P30","PWD_P31","PWD_P32","PWD_P33","PWD_P34","PWD_P35","PWD_P36","PWD_P37","PWD_P38","PWD_P39","PWD_P40","PWD_P41","PWD_P42","PWD_P43","PWD_P44","PWD_P45","PWD_P46","PWD_P47","PWD_P48","PWD_P49","PWD_P50","PWD_P51","PWD_P52","PWD_P53","PWD_P54","PWD_P55","PWD_P56","PWD_P57","PWD_P58","PWD_P59","PWD_P60","PWD_P61","PWD_P62","PWD_P63","PWD_P64","PWD_P65","PWD_P66","PWD_P67","PWD_P68","PWD_P69","PWD_P70","PWD_P71","PWD_P72","PWD_P73","PWD_P74","PWD_P75","PWD_P76","PWD_P77","PWD_P78","PWD_P79","PWD_P80","PWD_P81","PWD_P82","PWD_P83","PWD_P84","PWD_P85","PWD_P86","PWD_P87","PWD_P88","PWD_P89","PWD_P90","PWD_P91","PWD_P92","PWD_P93","PWD_P94","PWD_P95","PWD_P96","PWD_P97","PWD_P98","PWD_P99","PWD_P100"
"2015","AFG","4","Afghanistan","34.62451171875","67.5328674316406","34413602","53.5","643567.0","2823.2","286.5","189.5","5.5","8.6","11.1","13.2","15.0","16.7","18.3","19.9","21.5","23.1","24.7","26.4","28.0","29.6","31.2","33.0","34.8","36.8","38.7","40.7","42.8","44.9","47.2","49.5","51.9","54.5","57.2","60.2","63.2","66.4","70.0","73.7","77.6","81.8","86.2","90.7","95.5","100.7","106.2","111.9","118.1","124.6","131.5","138.8","146.2","154.1","162.3","170.6","179.8","189.5","199.7","210.5","221.8","234.4","247.6","263.1","279.3","297.0","316.2","336.1","358.3","383.8","411.4","440.9","474.5","512.4","554.4","601.8","656.7","712.1","777.9","855.9","938.2","1031.6","1136.7","1262.0","1412.8","1578.2","1770.6","1986.7","2307.1","2774.8","3385.4","4290.2","5373.5","7229.2","9748.8","11883.8","14194.9","15806.3","17367.2","18136.8","18603.1","18815.2","19062.6","19338.2","19574.3","19826.4","20228.3","21334.5"
"2015","ALB","8","Albania","41.1942024230957","19.8732585906982","2890523","101.6","28458.6","3767.2","936.7","1295.6","6.5","10.1","13.6","17.5","21.6","26.1","30.6","35.4","40.2","45.1","50.3","55.8","62.0","68.5","75.9","83.4","91.7","100.6","109.4","119.8","131.9","145.1","158.5","172.3","188.7","205.1","221.1","240.4","260.7","281.1","301.8","324.3","350.4","378.8","407.6","442.2","480.9","516.1","552.8","604.3","645.9","682.1","731.7","781.1","844.3","918.4","991.8","1059.9","1159.9","1295.6","1415.7","1565.1","1701.9","1841.3","1971.7","2137.2","2351.0","2557.3","2743.2","2887.8","3021.6","3251.0","3394.0","3623.7","3849.6","3976.8","4163.9","4282.1","4474.9","4584.4","4798.5","5037.0","5270.9","5406.8","5625.8","5761.1","6091.3","6261.9","6653.6","6824.8","7185.9","7504.6","7751.0","8241.8","8853.1","9271.7","10004.0","11159.2","11779.7","12345.6","13622.6","13891.6","14396.3","15042.0","15995.9","16227.9","16654.7","16890.5","17068.0","17304.3"
"2015","DZA","12","Algeria","35.5536","3.5299","39728019","17.2","2310046.8","3405.5","907.7","1483.1","1.2","3.7","6.9","10.6","14.9","19.6","24.8","30.7","37.3","44.7","52.9","61.9","71.7","82.6","94.2","106.8","120.3","134.6","149.6","164.9","180.4","196.8","214.8","233.7","253.2","273.5","293.5","315.4","339.4","363.4","389.1","416.4","445.3","477.4","509.1","545.0","584.5","627.0","673.0","726.5","783.9","845.6","913.7","983.8","1060.8","1140.2","1224.4","1304.5","1387.1","1483.1","1576.3","1679.8","1778.7","1885.5","2000.4","2102.1","2200.2","2312.0","2436.2","2565.6","2691.1","2827.5","2971.5","3102.2","3259.9","3411.8","3589.7","3762.9","3926.6","4085.4","4270.1","4454.1","4614.4","4797.7","4997.5","5191.7","5419.5","5634.7","5867.8","6091.1","6313.0","6547.8","6826.3","7157.0","7440.7","7825.6","8204.4","8549.0","8922.2","9314.3","9608.8","10053.9","10549.3","11398.8","12412.7","13433.8","14893.0","16995.1","21242.7","41551.4"
"2015","ASM","16","American Samoa","-14.3090686798096","-170.697326660156","55806","234.7","237.8","733.5","536.6","674.2","18.4","39.7","59.6","73.8","91.8","100.1","116.6","130.7","143.5","159.8","168.0","184.7","201.3","209.7","222.5","236.5","242.4","262.7","270.8","274.0","279.9","291.6","300.2","302.4","311.0","333.4","355.9","365.7","382.7","399.3","444.5","453.7","471.9","481.4","481.8","543.3","557.1","570.6","572.7","576.1","595.1","609.9","612.9","617.8","634.9","643.8","655.0","662.5","669.2","674.2","678.8","681.2","693.2","745.4","757.0","757.1","762.9","767.2","784.1","784.1","824.1","831.1","831.1","846.0","846.0","851.3","884.6","898.8","898.8","913.7","915.5","942.0","942.0","1018.6","1025.0","1071.0","1071.0","1092.6","1092.6","1107.3","1168.5","1168.5","1191.0","1191.0","1218.2","1218.2","1259.1","1259.1","1293.6","1293.6","1306.5","1424.7","1424.7","1424.7","1882.8","1882.8","2091.4","2091.4","2091.4","NA"
"2015","AND","20","Andorra","42.5193023681641","1.54561674594879","77993","173.7","449.1","2312.6","1125.4","1589.1","8.9","12.7","21.8","32.9","45.9","58.4","83.3","103.6","117.7","132.7","151.6","177.0","225.8","254.0","277.5","312.7","363.9","382.0","405.7","439.0","461.1","494.6","527.6","542.0","594.8","611.6","622.8","647.5","687.1","691.7","698.4","702.7","749.1","770.4","784.0","820.8","866.6","959.9","1005.5","1051.2","1068.6","1136.3","1167.0","1233.7","1242.5","1378.6","1453.0","1521.6","1555.6","1589.1","1589.1","1649.9","1652.1","1682.9","1682.9","1731.3","1831.9","1831.9","1865.4","1943.3","1943.3","2167.6","2244.2","2244.2","2341.6","2341.6","2618.3","2618.3","3632.5","3632.5","3632.5","3673.8","3673.8","3673.8","3744.5","3744.5","3744.5","4209.2","4209.2","4209.2","4209.2","4394.3","4394.3","4394.3","5204.0","5204.0","5204.0","5204.0","5382.3","5382.3","5382.3","5382.3","5382.3","8200.1","8200.1","8200.1","8200.1","8200.1","8200.1","8200.1"
"2015","AGO","24","Angola","-10.7587","14.8872","27884380","22.3","1252166.5","4397.5","312.7","198.6","1.7","2.6","3.6","4.5","5.4","6.2","7.1","8.1","9.1","10.1","11.2","12.3","13.5","14.8","16.0","17.3","18.7","20.0","21.5","23.0","24.6","26.2","27.9","29.5","31.2","32.9","34.7","36.6","38.5","40.6","42.8","45.3","47.9","50.7","53.7","57.1","60.9","65.0","69.7","75.4","81.3","87.5","94.6","102.5","112.1","123.3","136.2","153.1","173.0","198.6","230.0","271.3","328.7","397.8","475.8","560.7","657.0","751.0","858.2","966.7","1090.4","1218.1","1351.6","1479.3","1598.9","1740.9","1895.5","2077.7","2261.0","2482.3","2719.6","2973.5","3192.9","3461.4","3756.0","4122.1","4363.5","4623.2","4893.1","5155.0","5358.4","5573.2","6054.7","6723.4","7889.8","8933.9","14981.7","16920.4","18055.0","19399.0","21044.4","22020.5","23081.9","24194.6","25663.3","27703.4","30151.7","35432.3","37746.8","39100.9"
"2015","ATG","28","Antigua and Barbuda","17.1149978637695","-61.8207740783691","93570","205.2","456.0","964.5","566.8","587.5","19.6","31.7","44.8","54.0","65.3","75.9","89.1","110.4","120.0","128.6","139.6","153.7","166.6","181.7","198.0","210.0","217.5","234.3","249.9","256.0","267.1","280.2","297.2","305.6","316.3","323.5","337.2","348.6","358.9","368.0","372.8","384.2","400.6","402.4","414.3","429.1","447.4","450.9","464.2","468.6","485.0","501.0","512.9","531.8","540.5","552.6","555.9","574.1","582.2","587.5","608.4","614.1","632.2","635.7","650.3","660.3","664.9","691.4","693.3","725.5","749.5","756.0","763.0","796.3","807.7","813.6","846.8","875.4","996.7","1017.1","1043.5","1115.4","1162.3","1396.6","1396.6","1530.2","1551.8","1634.2","1634.2","1660.6","1759.3","1759.3","1933.1","2550.3","2550.3","2654.3","2654.3","2763.9","2763.9","2763.9","2862.9","2862.9","2871.8","2871.8","2871.8","2924.9","2924.9","2970.2","2970.2","2970.2"
"2015","AZE","31","Azerbaijan","40.2762413024902","48.1149826049805","9622741","112.3","85719.0","2295.5","466.6","379.9","14.7","18.7","21.5","23.8","25.9","28.1","30.3","32.7","35.1","37.7","40.2","42.8","45.6","48.5","51.6","54.9","58.4","62.2","66.2","70.6","74.9","79.9","84.8","90.0","95.5","101.1","107.0","113.4","120.0","126.7","133.8","141.3","149.2","157.1","166.0","174.9","184.2","194.0","204.5","214.8","226.2","239.1","252.6","267.0","282.0","298.1","314.6","334.8","357.5","379.9","404.5","430.1","452.9","481.7","508.3","539.3","570.6","603.2","639.8","677.2","721.2","766.1","818.1","872.4","949.9","1025.5","1126.9","1244.7","1348.1","1499.0","1659.4","1939.1","2237.5","2539.6","2860.8","3191.5","3456.2","3744.9","3984.6","4212.6","4430.3","4796.8","5055.0","5487.0","5852.2","6253.8","6799.5","7150.1","7736.7","7998.7","8279.7","8518.9","8989.0","9399.3","10122.8","10728.0","13034.9","15028.8","21155.8","23800.9"
"2015","ARG","32","Argentina","-32.9631","-61.2898","43075416","15.6","2764471.1","4210.0","1186.9","2381.4","0.8","1.4","2.2","3.4","5.3","8.1","11.9","17.1","23.9","32.6","43.7","57.7","75.7","98.1","124.9","155.9","188.7","224.8","261.8","300.6","340.5","383.3","427.9","475.4","522.8","571.3","625.4","678.9","731.3","785.3","842.4","905.2","965.1","1028.2","1094.3","1166.3","1234.7","1301.6","1376.6","1453.3","1532.2","1625.8","1711.6","1796.2","1883.5","1984.8","2075.8","2176.3","2265.3","2381.4","2492.3","2605.0","2726.4","2847.0","2957.0","3081.1","3217.7","3350.5","3475.4","3618.8","3746.1","3891.8","4032.8","4187.8","4333.5","4488.4","4658.8","4818.7","4982.3","5148.2","5283.2","5466.5","5626.1","5801.7","5993.5","6162.3","6351.4","6585.7","6797.7","7059.3","7288.7","7533.0","7773.9","8047.6","8300.9","8576.4","8885.8","9238.9","9689.6","10196.7","10788.0","11614.5","12470.2","13568.9","14642.5","16257.2","18206.3","20284.0","27308.6","34293.5"
"2015","AUT","40","Austria","47.7797546386719","14.69114112854","8678666","104.1","83390.8","1894.9","563.5","640.9","8.0","12.5","16.2","20.0","23.9","28.0","32.1","36.4","40.7","44.8","49.1","53.4","57.8","62.3","66.9","71.7","77.0","82.3","88.3","94.7","101.9","109.2","117.8","126.5","136.0","146.3","156.6","167.7","179.4","192.4","205.3","219.7","234.4","249.7","265.9","283.1","302.0","322.2","340.6","361.3","382.4","407.0","430.4","457.4","482.9","515.4","547.0","576.1","607.0","640.9","678.1","719.8","755.5","798.3","847.3","888.7","938.2","989.6","1052.3","1115.8","1187.1","1247.2","1320.0","1400.6","1484.5","1595.4","1682.0","1798.5","1905.9","2055.1","2211.6","2321.0","2485.9","2615.7","2832.7","3003.3","3219.3","3460.1","3728.7","3858.7","3959.0","4138.6","4396.6","4741.8","5163.6","5463.3","5910.7","6302.7","6559.2","6781.6","6954.4","7155.4","7340.7","7471.1","7582.9","7642.0","7738.9","7814.8","7922.0","8086.2"
"2015","BHS","44","Bahamas","25.2570343017578","-77.4502029418945","374200","26.9","13901.1","1097.3","513.3","1264.0","1.0","2.1","3.8","4.9","6.4","8.1","10.1","12.6","15.4","19.6","25.8","34.9","48.0","64.5","85.8","101.6","127.6","148.5","173.5","200.5","222.8","241.7","257.8","274.8","287.4","301.2","315.5","338.6","365.5","403.1","436.9","460.8","581.0","669.0","706.2","781.5","831.3","867.8","903.4","920.7","976.8","1021.3","1047.3","1102.7","1117.7","1150.0","1170.5","1200.0","1229.0","1264.0","1282.2","1333.3","1354.9","1391.2","1423.7","1436.1","1441.0","1457.2","1471.6","1500.3","1513.6","1538.0","1546.9","1576.0","1621.1","1629.2","1645.5","1664.6","1677.9","1684.6","1697.6","1717.4","1724.6","1736.9","1746.0","1754.7","1765.3","1785.8","1794.2","1799.7","1805.8","1825.0","1856.8","1863.9","1865.2","1882.2","1911.4","1958.0","1975.8","2013.0","2044.1","2070.6","2133.8","2144.7","2173.5","2185.2","2198.8","2223.4","2253.2","2271.7"
"2015","BHR","48","Bahrain","26.179557800293","50.5636100769043","1371853","1999.9","686.0","8831.3","5306.6","5744.9","160.0","239.0","328.2","397.4","489.0","603.6","752.5","879.1","1050.2","1169.3","1307.4","1440.7","1587.8","1721.0","1807.1","1936.5","2116.8","2190.3","2291.6","2451.6","2570.1","2625.7","2757.4","2823.2","2858.9","2955.1","3061.4","3195.6","3318.7","3508.7","3569.8","3673.5","3815.6","3938.8","4043.1","4154.0","4228.8","4290.4","4362.5","4522.1","4580.6","4755.1","4845.6","4935.4","5205.0","5383.4","5540.7","5580.4","5623.4","5744.9","6141.4","6350.2","6575.2","6764.8","6906.4","7028.9","7228.3","7408.7","7648.0","7925.4","8144.5","8215.6","8635.0","8724.7","8921.7","9439.7","9777.8","10440.9","10659.6","10921.6","11514.6","11673.5","11887.2","12643.3","12651.3","13002.1","13215.8","13328.3","14200.3","15546.0","15996.5","16816.6","16841.1","17073.0","17210.9","17579.7","17762.0","18778.5","19333.5","19482.5","21267.9","22931.8","22931.8","27600.4","27849.8","27849.8","31044.5","31044.5","34227.5","34227.5"
"2015","BGD","50","Bangladesh","23.9378662109375","90.2354354858398","156256287","1119.9","139526.7","7857.1","2057.7","1382.6","225.1","354.9","430.3","483.6","523.6","554.8","582.0","606.2","629.2","650.5","670.5","689.9","708.1","726.2","743.8","761.3","777.7","794.5","811.1","826.9","842.7","858.6","874.7","890.5","906.2","922.0","938.1","953.9","969.8","986.2","1002.8","1019.5","1036.1","1053.7","1070.7","1088.4","1105.8","1124.3","1143.0","1161.5","1180.9","1201.3","1221.3","1242.0","1264.4","1286.4","1308.6","1332.4","1356.2","1382.6","1408.7","1434.6","1463.0","1491.8","1521.9","1554.1","1587.9","1623.0","1662.0","1700.0","1743.4","1788.4","1836.7","1888.1","1940.6","1999.2","2063.1","2133.1","2208.2","2288.6","2385.8","2498.4","2625.0","2759.3","2927.2","3107.2","3328.4","3589.9","3896.2","4283.4","4759.9","5286.1","5875.7","6678.1","7607.6","8858.9","10688.4","12878.2","15263.5","18250.2","22239.2","26645.4","31440.5","38047.3","47684.4","58544.9","71201.8","87272.7","106716.6","194473.2"
"2015","ARM","51","Armenia","40.2766036987305","44.5916976928711","2925558","102.8","28467.2","3497.4","1229.1","1801.4","8.9","14.0","19.0","24.4","30.5","37.5","45.2","54.7","64.9","76.5","90.6","105.3","121.7","137.8","153.7","172.8","192.0","213.0","233.4","256.9","278.4","307.3","332.6","359.1","386.4","411.2","439.1","475.1","508.2","542.8","570.9","606.3","642.0","682.5","719.5","758.0","807.9","873.4","929.4","976.3","1046.1","1103.4","1193.2","1258.2","1336.4","1412.1","1479.7","1610.2","1685.4","1801.4","1861.7","1954.6","2049.4","2214.5","2406.2","2601.9","2749.1","2971.2","3106.2","3293.0","3474.6","3622.0","3777.4","3897.9","4038.7","4243.0","4346.1","4431.5","4671.7","4822.4","4993.9","5372.5","5597.1","5744.4","5902.9","6049.9","6256.0","6398.6","6509.0","6770.7","7105.9","7489.3","7872.5","8224.8","8457.8","8718.4","8890.0","9239.5","9471.8","9746.4","10016.4","10402.6","10692.4","10890.2","10968.2","11868.4","12242.0","12610.3","13541.7","15167.2"
