Outcome,OutcomeCategory,Model,Stat,Result
GoodsRatio,EndogPublicGoods,W_old,AIC, -29211.88
GoodsRatio,EndogPublicGoods,W_old,BIC, -28762.19
GoodsRatio,EndogPublicGoods,W_old,loglike,  14669.37
GoodsRatio,EndogPublicGoods,normpolity,betaw,      0.07
GoodsRatio,EndogPublicGoods,normpolity,tstatw,      4.36
GoodsRatio,EndogPublicGoods,normpolity,AIC, -27363.19
GoodsRatio,EndogPublicGoods,normpolity,BIC, -26928.48
GoodsRatio,EndogPublicGoods,normpolity,loglike,  13744.07
GoodsRatio,EndogPublicGoods,Dem6,betaw,      0.06
GoodsRatio,EndogPublicGoods,Dem6,tstatw,      5.43
GoodsRatio,EndogPublicGoods,Dem6,AIC, -27723.51
GoodsRatio,EndogPublicGoods,Dem6,BIC, -27288.81
GoodsRatio,EndogPublicGoods,Dem6,loglike,  13924.23
GoodsRatio,EndogPublicGoods,e_boix_regime,betaw,      0.05
GoodsRatio,EndogPublicGoods,e_boix_regime,tstatw,      4.66
GoodsRatio,EndogPublicGoods,e_boix_regime,AIC, -28170.06
GoodsRatio,EndogPublicGoods,e_boix_regime,BIC, -27756.05
GoodsRatio,EndogPublicGoods,e_boix_regime,loglike,  14144.46
GoodsRatio,EndogPublicGoods,Przeworski,betaw,      0.05
GoodsRatio,EndogPublicGoods,Przeworski,tstatw,      4.30
GoodsRatio,EndogPublicGoods,Przeworski,AIC, -24221.67
GoodsRatio,EndogPublicGoods,Przeworski,BIC, -23864.91
GoodsRatio,EndogPublicGoods,Przeworski,loglike,  12163.22
GoodsRatio,EndogPublicGoods,gwf_party,betaw,     -0.02
GoodsRatio,EndogPublicGoods,gwf_party,tstatw,     -1.27
GoodsRatio,EndogPublicGoods,gwf_party,AIC, -21176.44
GoodsRatio,EndogPublicGoods,gwf_party,BIC, -20810.80
GoodsRatio,EndogPublicGoods,gwf_party,loglike,  10642.68
GoodsRatio,EndogPublicGoods,gwf_military,betaw,     -0.02
GoodsRatio,EndogPublicGoods,gwf_military,tstatw,     -1.73
GoodsRatio,EndogPublicGoods,gwf_military,AIC, -21146.73
GoodsRatio,EndogPublicGoods,gwf_military,BIC, -20781.09
GoodsRatio,EndogPublicGoods,gwf_military,loglike,  10627.82
GoodsRatio,EndogPublicGoods,gwf_monarchy,betaw,      0.01
GoodsRatio,EndogPublicGoods,gwf_monarchy,tstatw,      0.15
GoodsRatio,EndogPublicGoods,gwf_monarchy,AIC, -21115.18
GoodsRatio,EndogPublicGoods,gwf_monarchy,BIC, -20749.54
GoodsRatio,EndogPublicGoods,gwf_monarchy,loglike,  10612.05
GoodsRatio,EndogPublicGoods,gwf_personal,betaw,     -0.04
GoodsRatio,EndogPublicGoods,gwf_personal,tstatw,     -2.68
GoodsRatio,EndogPublicGoods,gwf_personal,AIC, -21361.71
GoodsRatio,EndogPublicGoods,gwf_personal,BIC, -20996.08
GoodsRatio,EndogPublicGoods,gwf_personal,loglike,  10735.31
GoodsRatio,EndogPublicGoods,gwf_demo,betaw,      0.06
GoodsRatio,EndogPublicGoods,gwf_demo,tstatw,      5.12
GoodsRatio,EndogPublicGoods,gwf_demo,AIC, -21938.62
GoodsRatio,EndogPublicGoods,gwf_demo,BIC, -21572.98
GoodsRatio,EndogPublicGoods,gwf_demo,loglike,  11023.76
GoodsRatio,EndogPublicGoods,ln_pwd_a,betaw,      0.04
GoodsRatio,EndogPublicGoods,ln_pwd_a,tstatw,      0.68
GoodsRatio,EndogPublicGoods,ln_pwd_a,AIC, -17017.94
GoodsRatio,EndogPublicGoods,ln_pwd_a,BIC, -16877.29
GoodsRatio,EndogPublicGoods,ln_pwd_a,loglike,   8532.14
GoodsRatio,EndogPublicGoods,ln_pwd_g,betaw,      0.02
GoodsRatio,EndogPublicGoods,ln_pwd_g,tstatw,      0.21
GoodsRatio,EndogPublicGoods,ln_pwd_g,AIC, -17015.01
GoodsRatio,EndogPublicGoods,ln_pwd_g,BIC, -16874.36
GoodsRatio,EndogPublicGoods,ln_pwd_g,loglike,   8530.67
GoodsRatio,EndogPublicGoods,ln_pwd_m,betaw,      0.04
GoodsRatio,EndogPublicGoods,ln_pwd_m,tstatw,      0.60
GoodsRatio,EndogPublicGoods,ln_pwd_m,AIC, -17018.19
GoodsRatio,EndogPublicGoods,ln_pwd_m,BIC, -16877.54
GoodsRatio,EndogPublicGoods,ln_pwd_m,loglike,   8532.26
GoodsRatio,EndogPublicGoods,wb_urbpop,betaw,      0.00
GoodsRatio,EndogPublicGoods,wb_urbpop,tstatw,      1.83
GoodsRatio,EndogPublicGoods,wb_urbpop,AIC, -28656.73
GoodsRatio,EndogPublicGoods,wb_urbpop,BIC, -28207.86
GoodsRatio,EndogPublicGoods,wb_urbpop,loglike,  14391.80
GoodsRatio,EndogPublicGoods,l_res_norm,betaw,     -0.08
GoodsRatio,EndogPublicGoods,l_res_norm,tstatw,     -0.91
GoodsRatio,EndogPublicGoods,l_res_norm,AIC, -28986.69
GoodsRatio,EndogPublicGoods,l_res_norm,BIC, -28540.51
GoodsRatio,EndogPublicGoods,l_res_norm,loglike,  14556.80
GoodsRatio,EndogPublicGoods,p_res_norm,betaw,      0.08
GoodsRatio,EndogPublicGoods,p_res_norm,tstatw,      2.33
GoodsRatio,EndogPublicGoods,p_res_norm,AIC, -29050.60
GoodsRatio,EndogPublicGoods,p_res_norm,BIC, -28604.42
GoodsRatio,EndogPublicGoods,p_res_norm,loglike,  14588.76
GoodsRatio,EndogPublicGoods,r_res_norm,betaw,     -0.08
GoodsRatio,EndogPublicGoods,r_res_norm,tstatw,     -1.41
GoodsRatio,EndogPublicGoods,r_res_norm,AIC, -28970.02
GoodsRatio,EndogPublicGoods,r_res_norm,BIC, -28523.84
GoodsRatio,EndogPublicGoods,r_res_norm,loglike,  14548.46
GoodsRatio,EndogPublicGoods,g_res_norm,betaw,      0.04
GoodsRatio,EndogPublicGoods,g_res_norm,tstatw,      0.79
GoodsRatio,EndogPublicGoods,g_res_norm,AIC, -28930.58
GoodsRatio,EndogPublicGoods,g_res_norm,BIC, -28484.41
GoodsRatio,EndogPublicGoods,g_res_norm,loglike,  14528.75
GoodsRatio,EndogPublicGoods,e_peaveduc,betaw,     -0.00
GoodsRatio,EndogPublicGoods,e_peaveduc,tstatw,     -0.23
GoodsRatio,EndogPublicGoods,e_peaveduc,AIC, -22219.11
GoodsRatio,EndogPublicGoods,e_peaveduc,BIC, -21785.46
GoodsRatio,EndogPublicGoods,e_peaveduc,loglike,  11173.11
PrivateorPublicGoods,EndogPublicGoods,W4,betaw,      0.98
PrivateorPublicGoods,EndogPublicGoods,W4,tstatw,      2.98
PrivateorPublicGoods,EndogPublicGoods,W4,AIC,  17849.46
PrivateorPublicGoods,EndogPublicGoods,W4,BIC,  18299.72
PrivateorPublicGoods,EndogPublicGoods,W4,loglike,  -8861.30
PrivateorPublicGoods,EndogPublicGoods,support,betaw,      2.58
PrivateorPublicGoods,EndogPublicGoods,support,tstatw,      7.26
PrivateorPublicGoods,EndogPublicGoods,support,AIC,  16364.76
PrivateorPublicGoods,EndogPublicGoods,support,BIC,  16814.16
PrivateorPublicGoods,EndogPublicGoods,support,loglike,  -8118.95
PrivateorPublicGoods,EndogPublicGoods,W_old,betaw,      0.69
PrivateorPublicGoods,EndogPublicGoods,W_old,tstatw,      4.85
PrivateorPublicGoods,EndogPublicGoods,W_old,AIC,  17839.77
PrivateorPublicGoods,EndogPublicGoods,W_old,BIC,  18290.02
PrivateorPublicGoods,EndogPublicGoods,W_old,loglike,  -8856.46
PrivateorPublicGoods,EndogPublicGoods,normpolity,betaw,      0.61
PrivateorPublicGoods,EndogPublicGoods,normpolity,tstatw,      3.68
PrivateorPublicGoods,EndogPublicGoods,normpolity,AIC,  14308.32
PrivateorPublicGoods,EndogPublicGoods,normpolity,BIC,  14743.10
PrivateorPublicGoods,EndogPublicGoods,normpolity,loglike,  -7091.69
PrivateorPublicGoods,EndogPublicGoods,Dem6,betaw,      0.45
PrivateorPublicGoods,EndogPublicGoods,Dem6,tstatw,      4.53
PrivateorPublicGoods,EndogPublicGoods,Dem6,AIC,  14208.12
PrivateorPublicGoods,EndogPublicGoods,Dem6,BIC,  14642.89
PrivateorPublicGoods,EndogPublicGoods,Dem6,loglike,  -7041.59
PrivateorPublicGoods,EndogPublicGoods,e_boix_regime,betaw,      0.44
PrivateorPublicGoods,EndogPublicGoods,e_boix_regime,tstatw,      4.23
PrivateorPublicGoods,EndogPublicGoods,e_boix_regime,AIC,  13952.25
PrivateorPublicGoods,EndogPublicGoods,e_boix_regime,BIC,  14366.32
PrivateorPublicGoods,EndogPublicGoods,e_boix_regime,loglike,  -6916.70
PrivateorPublicGoods,EndogPublicGoods,Przeworski,betaw,      0.41
PrivateorPublicGoods,EndogPublicGoods,Przeworski,tstatw,      3.68
PrivateorPublicGoods,EndogPublicGoods,Przeworski,AIC,  11655.45
PrivateorPublicGoods,EndogPublicGoods,Przeworski,BIC,  12012.28
PrivateorPublicGoods,EndogPublicGoods,Przeworski,loglike,  -5775.34
PrivateorPublicGoods,EndogPublicGoods,gwf_party,betaw,      0.29
PrivateorPublicGoods,EndogPublicGoods,gwf_party,tstatw,      1.57
PrivateorPublicGoods,EndogPublicGoods,gwf_party,AIC,  11395.15
PrivateorPublicGoods,EndogPublicGoods,gwf_party,BIC,  11760.78
PrivateorPublicGoods,EndogPublicGoods,gwf_party,loglike,  -5643.12
PrivateorPublicGoods,EndogPublicGoods,gwf_military,betaw,     -0.27
PrivateorPublicGoods,EndogPublicGoods,gwf_military,tstatw,     -2.59
PrivateorPublicGoods,EndogPublicGoods,gwf_military,AIC,  11438.61
PrivateorPublicGoods,EndogPublicGoods,gwf_military,BIC,  11804.25
PrivateorPublicGoods,EndogPublicGoods,gwf_military,loglike,  -5664.85
PrivateorPublicGoods,EndogPublicGoods,gwf_monarchy,betaw,     -0.32
PrivateorPublicGoods,EndogPublicGoods,gwf_monarchy,tstatw,     -0.77
PrivateorPublicGoods,EndogPublicGoods,gwf_monarchy,AIC,  11479.37
PrivateorPublicGoods,EndogPublicGoods,gwf_monarchy,BIC,  11845.01
PrivateorPublicGoods,EndogPublicGoods,gwf_monarchy,loglike,  -5685.23
PrivateorPublicGoods,EndogPublicGoods,gwf_personal,betaw,     -0.60
PrivateorPublicGoods,EndogPublicGoods,gwf_personal,tstatw,     -3.49
PrivateorPublicGoods,EndogPublicGoods,gwf_personal,AIC,  11099.58
PrivateorPublicGoods,EndogPublicGoods,gwf_personal,BIC,  11465.22
PrivateorPublicGoods,EndogPublicGoods,gwf_personal,loglike,  -5495.33
PrivateorPublicGoods,EndogPublicGoods,gwf_demo,betaw,      0.53
PrivateorPublicGoods,EndogPublicGoods,gwf_demo,tstatw,      4.94
PrivateorPublicGoods,EndogPublicGoods,gwf_demo,AIC,  11074.30
PrivateorPublicGoods,EndogPublicGoods,gwf_demo,BIC,  11439.94
PrivateorPublicGoods,EndogPublicGoods,gwf_demo,loglike,  -5482.69
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_a,betaw,     -0.36
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_a,tstatw,     -0.41
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_a,AIC,   2420.35
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_a,BIC,   2561.00
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_a,loglike,  -1187.01
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_g,betaw,     -1.57
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_g,tstatw,     -0.94
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_g,AIC,   2412.98
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_g,BIC,   2553.64
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_g,loglike,  -1183.33
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_m,betaw,     -0.86
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_m,tstatw,     -0.78
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_m,AIC,   2415.68
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_m,BIC,   2556.34
PrivateorPublicGoods,EndogPublicGoods,ln_pwd_m,loglike,  -1184.68
PrivateorPublicGoods,EndogPublicGoods,wb_urbpop,betaw,      0.00
PrivateorPublicGoods,EndogPublicGoods,wb_urbpop,tstatw,      0.56
PrivateorPublicGoods,EndogPublicGoods,wb_urbpop,AIC,  17677.55
PrivateorPublicGoods,EndogPublicGoods,wb_urbpop,BIC,  18127.00
PrivateorPublicGoods,EndogPublicGoods,wb_urbpop,loglike,  -8775.34
PrivateorPublicGoods,EndogPublicGoods,l_res_norm,betaw,     -1.23
PrivateorPublicGoods,EndogPublicGoods,l_res_norm,tstatw,     -1.70
PrivateorPublicGoods,EndogPublicGoods,l_res_norm,AIC,  15713.55
PrivateorPublicGoods,EndogPublicGoods,l_res_norm,BIC,  16159.79
PrivateorPublicGoods,EndogPublicGoods,l_res_norm,loglike,  -7793.32
PrivateorPublicGoods,EndogPublicGoods,p_res_norm,betaw,      0.29
PrivateorPublicGoods,EndogPublicGoods,p_res_norm,tstatw,      0.79
PrivateorPublicGoods,EndogPublicGoods,p_res_norm,AIC,  15817.62
PrivateorPublicGoods,EndogPublicGoods,p_res_norm,BIC,  16263.86
PrivateorPublicGoods,EndogPublicGoods,p_res_norm,loglike,  -7845.36
PrivateorPublicGoods,EndogPublicGoods,r_res_norm,betaw,     -0.18
PrivateorPublicGoods,EndogPublicGoods,r_res_norm,tstatw,     -0.33
PrivateorPublicGoods,EndogPublicGoods,r_res_norm,AIC,  15828.43
PrivateorPublicGoods,EndogPublicGoods,r_res_norm,BIC,  16274.67
PrivateorPublicGoods,EndogPublicGoods,r_res_norm,loglike,  -7850.76
PrivateorPublicGoods,EndogPublicGoods,g_res_norm,betaw,      0.39
PrivateorPublicGoods,EndogPublicGoods,g_res_norm,tstatw,      0.59
PrivateorPublicGoods,EndogPublicGoods,g_res_norm,AIC,  15821.73
PrivateorPublicGoods,EndogPublicGoods,g_res_norm,BIC,  16267.97
PrivateorPublicGoods,EndogPublicGoods,g_res_norm,loglike,  -7847.41
PrivateorPublicGoods,EndogPublicGoods,e_peaveduc,betaw,     -0.02
PrivateorPublicGoods,EndogPublicGoods,e_peaveduc,tstatw,     -0.28
PrivateorPublicGoods,EndogPublicGoods,e_peaveduc,AIC,  13967.12
PrivateorPublicGoods,EndogPublicGoods,e_peaveduc,BIC,  14400.77
PrivateorPublicGoods,EndogPublicGoods,e_peaveduc,loglike,  -6920.01
EliteWantCommonGood,EndogPublicGoods,W4,betaw,      1.90
EliteWantCommonGood,EndogPublicGoods,W4,tstatw,      6.52
EliteWantCommonGood,EndogPublicGoods,W4,AIC,  16922.78
EliteWantCommonGood,EndogPublicGoods,W4,BIC,  17373.04
EliteWantCommonGood,EndogPublicGoods,W4,loglike,  -8397.97
EliteWantCommonGood,EndogPublicGoods,support,betaw,      2.65
EliteWantCommonGood,EndogPublicGoods,support,tstatw,      6.98
EliteWantCommonGood,EndogPublicGoods,support,AIC,  16452.39
EliteWantCommonGood,EndogPublicGoods,support,BIC,  16901.79
EliteWantCommonGood,EndogPublicGoods,support,loglike,  -8162.76
EliteWantCommonGood,EndogPublicGoods,W_old,betaw,      0.90
EliteWantCommonGood,EndogPublicGoods,W_old,tstatw,      5.86
EliteWantCommonGood,EndogPublicGoods,W_old,AIC,  17628.17
EliteWantCommonGood,EndogPublicGoods,W_old,BIC,  18078.42
EliteWantCommonGood,EndogPublicGoods,W_old,loglike,  -8750.66
EliteWantCommonGood,EndogPublicGoods,normpolity,betaw,      1.02
EliteWantCommonGood,EndogPublicGoods,normpolity,tstatw,      6.41
EliteWantCommonGood,EndogPublicGoods,normpolity,AIC,  12790.68
EliteWantCommonGood,EndogPublicGoods,normpolity,BIC,  13225.45
EliteWantCommonGood,EndogPublicGoods,normpolity,loglike,  -6332.87
EliteWantCommonGood,EndogPublicGoods,Dem6,betaw,      0.59
EliteWantCommonGood,EndogPublicGoods,Dem6,tstatw,      6.29
EliteWantCommonGood,EndogPublicGoods,Dem6,AIC,  13002.43
EliteWantCommonGood,EndogPublicGoods,Dem6,BIC,  13437.20
EliteWantCommonGood,EndogPublicGoods,Dem6,loglike,  -6438.74
EliteWantCommonGood,EndogPublicGoods,e_boix_regime,betaw,      0.59
EliteWantCommonGood,EndogPublicGoods,e_boix_regime,tstatw,      5.35
EliteWantCommonGood,EndogPublicGoods,e_boix_regime,AIC,  12956.46
EliteWantCommonGood,EndogPublicGoods,e_boix_regime,BIC,  13370.54
EliteWantCommonGood,EndogPublicGoods,e_boix_regime,loglike,  -6418.81
EliteWantCommonGood,EndogPublicGoods,Przeworski,betaw,      0.56
EliteWantCommonGood,EndogPublicGoods,Przeworski,tstatw,      4.53
EliteWantCommonGood,EndogPublicGoods,Przeworski,AIC,  10815.40
EliteWantCommonGood,EndogPublicGoods,Przeworski,BIC,  11172.22
EliteWantCommonGood,EndogPublicGoods,Przeworski,loglike,  -5355.31
EliteWantCommonGood,EndogPublicGoods,gwf_party,betaw,      0.16
EliteWantCommonGood,EndogPublicGoods,gwf_party,tstatw,      1.18
EliteWantCommonGood,EndogPublicGoods,gwf_party,AIC,  10493.25
EliteWantCommonGood,EndogPublicGoods,gwf_party,BIC,  10858.89
EliteWantCommonGood,EndogPublicGoods,gwf_party,loglike,  -5192.17
EliteWantCommonGood,EndogPublicGoods,gwf_military,betaw,     -0.39
EliteWantCommonGood,EndogPublicGoods,gwf_military,tstatw,     -2.45
EliteWantCommonGood,EndogPublicGoods,gwf_military,AIC,  10376.42
EliteWantCommonGood,EndogPublicGoods,gwf_military,BIC,  10742.06
EliteWantCommonGood,EndogPublicGoods,gwf_military,loglike,  -5133.76
EliteWantCommonGood,EndogPublicGoods,gwf_monarchy,betaw,     -0.47
EliteWantCommonGood,EndogPublicGoods,gwf_monarchy,tstatw,     -1.61
EliteWantCommonGood,EndogPublicGoods,gwf_monarchy,AIC,  10480.69
EliteWantCommonGood,EndogPublicGoods,gwf_monarchy,BIC,  10846.33
EliteWantCommonGood,EndogPublicGoods,gwf_monarchy,loglike,  -5185.89
EliteWantCommonGood,EndogPublicGoods,gwf_personal,betaw,     -0.55
EliteWantCommonGood,EndogPublicGoods,gwf_personal,tstatw,     -3.87
EliteWantCommonGood,EndogPublicGoods,gwf_personal,AIC,  10141.81
EliteWantCommonGood,EndogPublicGoods,gwf_personal,BIC,  10507.44
EliteWantCommonGood,EndogPublicGoods,gwf_personal,loglike,  -5016.45
EliteWantCommonGood,EndogPublicGoods,gwf_demo,betaw,      0.64
EliteWantCommonGood,EndogPublicGoods,gwf_demo,tstatw,      5.30
EliteWantCommonGood,EndogPublicGoods,gwf_demo,AIC,   9809.51
EliteWantCommonGood,EndogPublicGoods,gwf_demo,BIC,  10175.14
EliteWantCommonGood,EndogPublicGoods,gwf_demo,loglike,  -4850.30
EliteWantCommonGood,EndogPublicGoods,ln_pwd_a,betaw,     -0.67
EliteWantCommonGood,EndogPublicGoods,ln_pwd_a,tstatw,     -0.76
EliteWantCommonGood,EndogPublicGoods,ln_pwd_a,AIC,   2778.80
EliteWantCommonGood,EndogPublicGoods,ln_pwd_a,BIC,   2919.45
EliteWantCommonGood,EndogPublicGoods,ln_pwd_a,loglike,  -1366.24
EliteWantCommonGood,EndogPublicGoods,ln_pwd_g,betaw,     -0.96
EliteWantCommonGood,EndogPublicGoods,ln_pwd_g,tstatw,     -0.63
EliteWantCommonGood,EndogPublicGoods,ln_pwd_g,AIC,   2778.94
EliteWantCommonGood,EndogPublicGoods,ln_pwd_g,BIC,   2919.60
EliteWantCommonGood,EndogPublicGoods,ln_pwd_g,loglike,  -1366.31
EliteWantCommonGood,EndogPublicGoods,ln_pwd_m,betaw,      0.18
EliteWantCommonGood,EndogPublicGoods,ln_pwd_m,tstatw,      0.17
EliteWantCommonGood,EndogPublicGoods,ln_pwd_m,AIC,   2781.51
EliteWantCommonGood,EndogPublicGoods,ln_pwd_m,BIC,   2922.17
EliteWantCommonGood,EndogPublicGoods,ln_pwd_m,loglike,  -1367.59
