Outcome,OutcomeCategory,Model,Stat,Result
TransparentLaws,KeyPublicGoods,l_res_norm,AIC,  16350.21
TransparentLaws,KeyPublicGoods,l_res_norm,loglike,  -8111.65
TransparentLaws,KeyPublicGoods,p_res_norm,beta,      0.81
TransparentLaws,KeyPublicGoods,p_res_norm,tstat,      1.94
TransparentLaws,KeyPublicGoods,p_res_norm,AIC,  16348.29
TransparentLaws,KeyPublicGoods,p_res_norm,loglike,  -8110.69
TransparentLaws,KeyPublicGoods,r_res_norm,beta,     -1.05
TransparentLaws,KeyPublicGoods,r_res_norm,tstat,     -1.80
TransparentLaws,KeyPublicGoods,r_res_norm,AIC,  16387.66
TransparentLaws,KeyPublicGoods,r_res_norm,loglike,  -8130.38
TransparentLaws,KeyPublicGoods,g_res_norm,beta,      0.01
TransparentLaws,KeyPublicGoods,g_res_norm,tstat,      0.01
TransparentLaws,KeyPublicGoods,g_res_norm,AIC,  16444.16
TransparentLaws,KeyPublicGoods,g_res_norm,loglike,  -8158.62
TransparentLaws,KeyPublicGoods,W4+l_pwd_a,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+l_pwd_a,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+l_pwd_a,AIC,   1183.33
TransparentLaws,KeyPublicGoods,W4+l_pwd_a,loglike,   -567.49
TransparentLaws,KeyPublicGoods,W4+ln_pwd_g,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+ln_pwd_g,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+ln_pwd_g,AIC,   1181.59
TransparentLaws,KeyPublicGoods,W4+ln_pwd_g,loglike,   -566.62
TransparentLaws,KeyPublicGoods,W4+ln_pwd_m,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+ln_pwd_m,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+ln_pwd_m,AIC,   1179.02
TransparentLaws,KeyPublicGoods,W4+ln_pwd_m,loglike,   -565.33
TransparentLaws,KeyPublicGoods,W4+wb_urbpop,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+wb_urbpop,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+wb_urbpop,AIC,  13695.93
TransparentLaws,KeyPublicGoods,W4+wb_urbpop,loglike,  -6783.52
TransparentLaws,KeyPublicGoods,W4+l_res_norm,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+l_res_norm,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+l_res_norm,AIC,  12435.70
TransparentLaws,KeyPublicGoods,W4+l_res_norm,loglike,  -6153.38
TransparentLaws,KeyPublicGoods,W4+p_res_norm,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+p_res_norm,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+p_res_norm,AIC,  12453.13
TransparentLaws,KeyPublicGoods,W4+p_res_norm,loglike,  -6162.09
TransparentLaws,KeyPublicGoods,W4+r_res_norm,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+r_res_norm,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+r_res_norm,AIC,  12441.36
TransparentLaws,KeyPublicGoods,W4+r_res_norm,loglike,  -6156.21
TransparentLaws,KeyPublicGoods,W4+g_res_norm,beta,      0.01
TransparentLaws,KeyPublicGoods,W4+g_res_norm,tstat,      0.01
TransparentLaws,KeyPublicGoods,W4+g_res_norm,AIC,  12462.04
TransparentLaws,KeyPublicGoods,W4+g_res_norm,loglike,  -6166.55
JudicialIndep,KeyPublicGoods,W4,beta,      2.77
JudicialIndep,KeyPublicGoods,W4,tstat,     10.56
JudicialIndep,KeyPublicGoods,W4,AIC,  15375.57
JudicialIndep,KeyPublicGoods,W4,loglike,  -7624.36
JudicialIndep,KeyPublicGoods,l_pwd_a,beta,     -0.08
JudicialIndep,KeyPublicGoods,l_pwd_a,tstat,     -0.82
JudicialIndep,KeyPublicGoods,l_pwd_a,AIC,   3032.28
JudicialIndep,KeyPublicGoods,l_pwd_a,loglike,  -1492.98
JudicialIndep,KeyPublicGoods,ln_pwd_g,beta,     -0.86
JudicialIndep,KeyPublicGoods,ln_pwd_g,tstat,     -0.53
JudicialIndep,KeyPublicGoods,ln_pwd_g,AIC,   3032.82
JudicialIndep,KeyPublicGoods,ln_pwd_g,loglike,  -1493.25
JudicialIndep,KeyPublicGoods,ln_pwd_m,beta,     -0.41
JudicialIndep,KeyPublicGoods,ln_pwd_m,tstat,     -0.35
JudicialIndep,KeyPublicGoods,ln_pwd_m,AIC,   3033.86
JudicialIndep,KeyPublicGoods,ln_pwd_m,loglike,  -1493.77
JudicialIndep,KeyPublicGoods,wb_urbpop,beta,      0.01
JudicialIndep,KeyPublicGoods,wb_urbpop,tstat,      2.29
JudicialIndep,KeyPublicGoods,wb_urbpop,AIC,  17977.86
JudicialIndep,KeyPublicGoods,wb_urbpop,loglike,  -8925.49
JudicialIndep,KeyPublicGoods,l_res_norm,beta,     -1.17
JudicialIndep,KeyPublicGoods,l_res_norm,tstat,     -1.86
JudicialIndep,KeyPublicGoods,l_res_norm,AIC,  16573.48
JudicialIndep,KeyPublicGoods,l_res_norm,loglike,  -8223.29
JudicialIndep,KeyPublicGoods,p_res_norm,beta,      0.11
JudicialIndep,KeyPublicGoods,p_res_norm,tstat,      0.30
JudicialIndep,KeyPublicGoods,p_res_norm,AIC,  16667.08
JudicialIndep,KeyPublicGoods,p_res_norm,loglike,  -8270.08
JudicialIndep,KeyPublicGoods,r_res_norm,beta,     -1.47
JudicialIndep,KeyPublicGoods,r_res_norm,tstat,     -3.07
JudicialIndep,KeyPublicGoods,r_res_norm,AIC,  16560.27
JudicialIndep,KeyPublicGoods,r_res_norm,loglike,  -8216.68
JudicialIndep,KeyPublicGoods,g_res_norm,beta,      0.04
JudicialIndep,KeyPublicGoods,g_res_norm,tstat,      0.04
JudicialIndep,KeyPublicGoods,g_res_norm,AIC,  16668.57
JudicialIndep,KeyPublicGoods,g_res_norm,loglike,  -8270.83
JudicialIndep,KeyPublicGoods,W4+l_pwd_a,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+l_pwd_a,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+l_pwd_a,AIC,   2084.09
JudicialIndep,KeyPublicGoods,W4+l_pwd_a,loglike,  -1017.87
JudicialIndep,KeyPublicGoods,W4+ln_pwd_g,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+ln_pwd_g,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+ln_pwd_g,AIC,   2080.18
JudicialIndep,KeyPublicGoods,W4+ln_pwd_g,loglike,  -1015.91
JudicialIndep,KeyPublicGoods,W4+ln_pwd_m,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+ln_pwd_m,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+ln_pwd_m,AIC,   2079.18
JudicialIndep,KeyPublicGoods,W4+ln_pwd_m,loglike,  -1015.41
JudicialIndep,KeyPublicGoods,W4+wb_urbpop,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+wb_urbpop,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+wb_urbpop,AIC,  15132.15
JudicialIndep,KeyPublicGoods,W4+wb_urbpop,loglike,  -7501.63
JudicialIndep,KeyPublicGoods,W4+l_res_norm,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+l_res_norm,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+l_res_norm,AIC,  13465.11
JudicialIndep,KeyPublicGoods,W4+l_res_norm,loglike,  -6668.08
JudicialIndep,KeyPublicGoods,W4+p_res_norm,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+p_res_norm,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+p_res_norm,AIC,  13471.80
JudicialIndep,KeyPublicGoods,W4+p_res_norm,loglike,  -6671.43
JudicialIndep,KeyPublicGoods,W4+r_res_norm,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+r_res_norm,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+r_res_norm,AIC,  13424.10
JudicialIndep,KeyPublicGoods,W4+r_res_norm,loglike,  -6647.58
JudicialIndep,KeyPublicGoods,W4+g_res_norm,beta,      0.04
JudicialIndep,KeyPublicGoods,W4+g_res_norm,tstat,      0.04
JudicialIndep,KeyPublicGoods,W4+g_res_norm,AIC,  13499.18
JudicialIndep,KeyPublicGoods,W4+g_res_norm,loglike,  -6685.12
FreeExpression,KeyPublicGoods,W4,beta,      1.11
FreeExpression,KeyPublicGoods,W4,tstat,     26.80
FreeExpression,KeyPublicGoods,W4,AIC, -16852.33
FreeExpression,KeyPublicGoods,W4,loglike,   8489.59
FreeExpression,KeyPublicGoods,l_pwd_a,beta,      0.02
FreeExpression,KeyPublicGoods,l_pwd_a,tstat,      0.58
FreeExpression,KeyPublicGoods,l_pwd_a,AIC,  -7393.39
FreeExpression,KeyPublicGoods,l_pwd_a,loglike,   3719.86
FreeExpression,KeyPublicGoods,ln_pwd_g,beta,      0.20
FreeExpression,KeyPublicGoods,ln_pwd_g,tstat,      0.39
FreeExpression,KeyPublicGoods,ln_pwd_g,AIC,  -7392.57
FreeExpression,KeyPublicGoods,ln_pwd_g,loglike,   3719.45
FreeExpression,KeyPublicGoods,ln_pwd_m,beta,      0.31
FreeExpression,KeyPublicGoods,ln_pwd_m,tstat,      0.88
FreeExpression,KeyPublicGoods,ln_pwd_m,AIC,  -7403.06
FreeExpression,KeyPublicGoods,ln_pwd_m,loglike,   3724.69
FreeExpression,KeyPublicGoods,wb_urbpop,beta,      0.00
FreeExpression,KeyPublicGoods,wb_urbpop,tstat,      2.94
FreeExpression,KeyPublicGoods,wb_urbpop,AIC,  -7485.66
FreeExpression,KeyPublicGoods,wb_urbpop,loglike,   3806.26
FreeExpression,KeyPublicGoods,l_res_norm,beta,     -0.44
FreeExpression,KeyPublicGoods,l_res_norm,tstat,     -3.13
FreeExpression,KeyPublicGoods,l_res_norm,AIC,  -7318.47
FreeExpression,KeyPublicGoods,l_res_norm,loglike,   3722.69
FreeExpression,KeyPublicGoods,p_res_norm,beta,      0.21
FreeExpression,KeyPublicGoods,p_res_norm,tstat,      1.77
FreeExpression,KeyPublicGoods,p_res_norm,AIC,  -7211.14
FreeExpression,KeyPublicGoods,p_res_norm,loglike,   3669.03
FreeExpression,KeyPublicGoods,r_res_norm,beta,     -0.23
FreeExpression,KeyPublicGoods,r_res_norm,tstat,     -1.27
FreeExpression,KeyPublicGoods,r_res_norm,AIC,  -7162.19
FreeExpression,KeyPublicGoods,r_res_norm,loglike,   3644.55
FreeExpression,KeyPublicGoods,g_res_norm,beta,      0.26
FreeExpression,KeyPublicGoods,g_res_norm,tstat,      1.55
FreeExpression,KeyPublicGoods,g_res_norm,AIC,  -7174.89
FreeExpression,KeyPublicGoods,g_res_norm,loglike,   3650.90
FreeExpression,KeyPublicGoods,W4+l_pwd_a,beta,      0.26
FreeExpression,KeyPublicGoods,W4+l_pwd_a,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+l_pwd_a,AIC,  -9540.18
FreeExpression,KeyPublicGoods,W4+l_pwd_a,loglike,   4794.27
FreeExpression,KeyPublicGoods,W4+ln_pwd_g,beta,      0.26
FreeExpression,KeyPublicGoods,W4+ln_pwd_g,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+ln_pwd_g,AIC,  -9536.17
FreeExpression,KeyPublicGoods,W4+ln_pwd_g,loglike,   4792.26
FreeExpression,KeyPublicGoods,W4+ln_pwd_m,beta,      0.26
FreeExpression,KeyPublicGoods,W4+ln_pwd_m,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+ln_pwd_m,AIC,  -9539.36
FreeExpression,KeyPublicGoods,W4+ln_pwd_m,loglike,   4793.86
FreeExpression,KeyPublicGoods,W4+wb_urbpop,beta,      0.26
FreeExpression,KeyPublicGoods,W4+wb_urbpop,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+wb_urbpop,AIC, -17047.97
FreeExpression,KeyPublicGoods,W4+wb_urbpop,loglike,   8588.43
FreeExpression,KeyPublicGoods,W4+l_res_norm,beta,      0.26
FreeExpression,KeyPublicGoods,W4+l_res_norm,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+l_res_norm,AIC, -16750.97
FreeExpression,KeyPublicGoods,W4+l_res_norm,loglike,   8439.96
FreeExpression,KeyPublicGoods,W4+p_res_norm,beta,      0.26
FreeExpression,KeyPublicGoods,W4+p_res_norm,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+p_res_norm,AIC, -16605.09
FreeExpression,KeyPublicGoods,W4+p_res_norm,loglike,   8367.02
FreeExpression,KeyPublicGoods,W4+r_res_norm,beta,      0.26
FreeExpression,KeyPublicGoods,W4+r_res_norm,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+r_res_norm,AIC, -16613.04
FreeExpression,KeyPublicGoods,W4+r_res_norm,loglike,   8370.99
FreeExpression,KeyPublicGoods,W4+g_res_norm,beta,      0.26
FreeExpression,KeyPublicGoods,W4+g_res_norm,tstat,      1.55
FreeExpression,KeyPublicGoods,W4+g_res_norm,AIC, -16651.60
FreeExpression,KeyPublicGoods,W4+g_res_norm,loglike,   8390.27
StateOwnsEconomy,KeyCorruptions,W4,beta,     -2.32
StateOwnsEconomy,KeyCorruptions,W4,tstat,     -6.23
StateOwnsEconomy,KeyCorruptions,W4,AIC,  18087.69
StateOwnsEconomy,KeyCorruptions,W4,loglike,  -8980.42
StateOwnsEconomy,KeyCorruptions,l_pwd_a,beta,      0.03
StateOwnsEconomy,KeyCorruptions,l_pwd_a,tstat,      0.48
StateOwnsEconomy,KeyCorruptions,l_pwd_a,AIC,    126.97
StateOwnsEconomy,KeyCorruptions,l_pwd_a,loglike,    -40.32
StateOwnsEconomy,KeyCorruptions,ln_pwd_g,beta,      1.26
StateOwnsEconomy,KeyCorruptions,ln_pwd_g,tstat,      1.20
StateOwnsEconomy,KeyCorruptions,ln_pwd_g,AIC,    117.51
StateOwnsEconomy,KeyCorruptions,ln_pwd_g,loglike,    -35.59
StateOwnsEconomy,KeyCorruptions,ln_pwd_m,beta,      0.78
StateOwnsEconomy,KeyCorruptions,ln_pwd_m,tstat,      1.02
StateOwnsEconomy,KeyCorruptions,ln_pwd_m,AIC,    119.07
StateOwnsEconomy,KeyCorruptions,ln_pwd_m,loglike,    -36.37
StateOwnsEconomy,KeyCorruptions,wb_urbpop,beta,     -0.00
StateOwnsEconomy,KeyCorruptions,wb_urbpop,tstat,     -0.42
StateOwnsEconomy,KeyCorruptions,wb_urbpop,AIC,  19386.90
StateOwnsEconomy,KeyCorruptions,wb_urbpop,loglike,  -9630.02
StateOwnsEconomy,KeyCorruptions,l_res_norm,beta,     -0.20
StateOwnsEconomy,KeyCorruptions,l_res_norm,tstat,     -0.20
StateOwnsEconomy,KeyCorruptions,l_res_norm,AIC,  17740.74
StateOwnsEconomy,KeyCorruptions,l_res_norm,loglike,  -8806.91
StateOwnsEconomy,KeyCorruptions,p_res_norm,beta,     -0.53
StateOwnsEconomy,KeyCorruptions,p_res_norm,tstat,     -0.97
StateOwnsEconomy,KeyCorruptions,p_res_norm,AIC,  17708.10
StateOwnsEconomy,KeyCorruptions,p_res_norm,loglike,  -8790.59
StateOwnsEconomy,KeyCorruptions,r_res_norm,beta,      1.38
StateOwnsEconomy,KeyCorruptions,r_res_norm,tstat,      1.70
StateOwnsEconomy,KeyCorruptions,r_res_norm,AIC,  17657.41
StateOwnsEconomy,KeyCorruptions,r_res_norm,loglike,  -8765.25
StateOwnsEconomy,KeyCorruptions,g_res_norm,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,g_res_norm,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,g_res_norm,AIC,  17711.43
StateOwnsEconomy,KeyCorruptions,g_res_norm,loglike,  -8792.26
StateOwnsEconomy,KeyCorruptions,W4+l_pwd_a,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+l_pwd_a,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+l_pwd_a,AIC,   -252.26
StateOwnsEconomy,KeyCorruptions,W4+l_pwd_a,loglike,    150.31
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_g,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_g,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_g,AIC,   -268.30
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_g,loglike,    158.33
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_m,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_m,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_m,AIC,   -269.42
StateOwnsEconomy,KeyCorruptions,W4+ln_pwd_m,loglike,    158.89
StateOwnsEconomy,KeyCorruptions,W4+wb_urbpop,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+wb_urbpop,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+wb_urbpop,AIC,  17800.54
StateOwnsEconomy,KeyCorruptions,W4+wb_urbpop,loglike,  -8835.82
StateOwnsEconomy,KeyCorruptions,W4+l_res_norm,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+l_res_norm,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+l_res_norm,AIC,  15865.58
StateOwnsEconomy,KeyCorruptions,W4+l_res_norm,loglike,  -7868.32
StateOwnsEconomy,KeyCorruptions,W4+p_res_norm,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+p_res_norm,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+p_res_norm,AIC,  15896.94
StateOwnsEconomy,KeyCorruptions,W4+p_res_norm,loglike,  -7884.00
StateOwnsEconomy,KeyCorruptions,W4+r_res_norm,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+r_res_norm,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+r_res_norm,AIC,  15840.01
StateOwnsEconomy,KeyCorruptions,W4+r_res_norm,loglike,  -7855.54
StateOwnsEconomy,KeyCorruptions,W4+g_res_norm,beta,     -0.84
StateOwnsEconomy,KeyCorruptions,W4+g_res_norm,tstat,     -1.01
StateOwnsEconomy,KeyCorruptions,W4+g_res_norm,AIC,  15879.02
StateOwnsEconomy,KeyCorruptions,W4+g_res_norm,loglike,  -7875.04
RespectConstitution,Freedoms,W4,beta,      3.64
RespectConstitution,Freedoms,W4,tstat,     11.67
RespectConstitution,Freedoms,W4,AIC,  15956.31
RespectConstitution,Freedoms,W4,loglike,  -7914.72
RespectConstitution,Freedoms,l_pwd_a,beta,      0.03
RespectConstitution,Freedoms,l_pwd_a,tstat,      0.24
RespectConstitution,Freedoms,l_pwd_a,AIC,   3035.01
RespectConstitution,Freedoms,l_pwd_a,loglike,  -1494.34
RespectConstitution,Freedoms,ln_pwd_g,beta,      0.13
RespectConstitution,Freedoms,ln_pwd_g,tstat,      0.06
RespectConstitution,Freedoms,ln_pwd_g,AIC,   3035.29
RespectConstitution,Freedoms,ln_pwd_g,loglike,  -1494.48
RespectConstitution,Freedoms,ln_pwd_m,beta,      0.59
RespectConstitution,Freedoms,ln_pwd_m,tstat,      0.35
RespectConstitution,Freedoms,ln_pwd_m,AIC,   3033.12
RespectConstitution,Freedoms,ln_pwd_m,loglike,  -1493.40
RespectConstitution,Freedoms,wb_urbpop,beta,      0.01
RespectConstitution,Freedoms,wb_urbpop,tstat,      1.14
RespectConstitution,Freedoms,wb_urbpop,AIC,  19845.11
RespectConstitution,Freedoms,wb_urbpop,loglike,  -9859.12
RespectConstitution,Freedoms,l_res_norm,beta,     -1.04
RespectConstitution,Freedoms,l_res_norm,tstat,     -1.63
RespectConstitution,Freedoms,l_res_norm,AIC,  18644.40
RespectConstitution,Freedoms,l_res_norm,loglike,  -9258.74
RespectConstitution,Freedoms,p_res_norm,beta,      0.56
RespectConstitution,Freedoms,p_res_norm,tstat,      1.09
RespectConstitution,Freedoms,p_res_norm,AIC,  18669.15
RespectConstitution,Freedoms,p_res_norm,loglike,  -9271.12
RespectConstitution,Freedoms,r_res_norm,beta,     -1.16
RespectConstitution,Freedoms,r_res_norm,tstat,     -1.90
RespectConstitution,Freedoms,r_res_norm,AIC,  18650.37
RespectConstitution,Freedoms,r_res_norm,loglike,  -9261.73
RespectConstitution,Freedoms,g_res_norm,beta,      0.18
RespectConstitution,Freedoms,g_res_norm,tstat,      0.23
RespectConstitution,Freedoms,g_res_norm,AIC,  18702.45
RespectConstitution,Freedoms,g_res_norm,loglike,  -9287.77
RespectConstitution,Freedoms,W4+l_pwd_a,beta,      0.18
RespectConstitution,Freedoms,W4+l_pwd_a,tstat,      0.23
RespectConstitution,Freedoms,W4+l_pwd_a,AIC,   1309.42
RespectConstitution,Freedoms,W4+l_pwd_a,loglike,   -630.53
RespectConstitution,Freedoms,W4+ln_pwd_g,beta,      0.18
RespectConstitution,Freedoms,W4+ln_pwd_g,tstat,      0.23
RespectConstitution,Freedoms,W4+ln_pwd_g,AIC,   1307.55
RespectConstitution,Freedoms,W4+ln_pwd_g,loglike,   -629.59
RespectConstitution,Freedoms,W4+ln_pwd_m,beta,      0.18
RespectConstitution,Freedoms,W4+ln_pwd_m,tstat,      0.23
RespectConstitution,Freedoms,W4+ln_pwd_m,AIC,   1309.00
RespectConstitution,Freedoms,W4+ln_pwd_m,loglike,   -630.32
RespectConstitution,Freedoms,W4+wb_urbpop,beta,      0.18
RespectConstitution,Freedoms,W4+wb_urbpop,tstat,      0.23
RespectConstitution,Freedoms,W4+wb_urbpop,AIC,  15472.61
RespectConstitution,Freedoms,W4+wb_urbpop,loglike,  -7671.86
RespectConstitution,Freedoms,W4+l_res_norm,beta,      0.18
RespectConstitution,Freedoms,W4+l_res_norm,tstat,      0.23
RespectConstitution,Freedoms,W4+l_res_norm,AIC,  14160.96
RespectConstitution,Freedoms,W4+l_res_norm,loglike,  -7016.01
RespectConstitution,Freedoms,W4+p_res_norm,beta,      0.18
RespectConstitution,Freedoms,W4+p_res_norm,tstat,      0.23
RespectConstitution,Freedoms,W4+p_res_norm,AIC,  14168.99
RespectConstitution,Freedoms,W4+p_res_norm,loglike,  -7020.03
RespectConstitution,Freedoms,W4+r_res_norm,beta,      0.18
RespectConstitution,Freedoms,W4+r_res_norm,tstat,      0.23
RespectConstitution,Freedoms,W4+r_res_norm,AIC,  14145.64
RespectConstitution,Freedoms,W4+r_res_norm,loglike,  -7008.35
RespectConstitution,Freedoms,W4+g_res_norm,beta,      0.18
RespectConstitution,Freedoms,W4+g_res_norm,tstat,      0.23
RespectConstitution,Freedoms,W4+g_res_norm,AIC,  14168.24
RespectConstitution,Freedoms,W4+g_res_norm,loglike,  -7019.65
RuleofLaw,Freedoms,W4,beta,      0.53
RuleofLaw,Freedoms,W4,tstat,     11.62
RuleofLaw,Freedoms,W4,AIC, -17837.65
RuleofLaw,Freedoms,W4,loglike,   8982.25
RuleofLaw,Freedoms,l_pwd_a,beta,      0.00
RuleofLaw,Freedoms,l_pwd_a,tstat,      0.09
RuleofLaw,Freedoms,l_pwd_a,AIC,  -9183.83
RuleofLaw,Freedoms,l_pwd_a,loglike,   4615.08
RuleofLaw,Freedoms,ln_pwd_g,beta,     -0.07
RuleofLaw,Freedoms,ln_pwd_g,tstat,     -0.15
RuleofLaw,Freedoms,ln_pwd_g,AIC,  -9184.22
RuleofLaw,Freedoms,ln_pwd_g,loglike,   4615.27
RuleofLaw,Freedoms,ln_pwd_m,beta,      0.14
RuleofLaw,Freedoms,ln_pwd_m,tstat,      0.43
RuleofLaw,Freedoms,ln_pwd_m,AIC,  -9188.17
RuleofLaw,Freedoms,ln_pwd_m,loglike,   4617.25
RuleofLaw,Freedoms,wb_urbpop,beta,      0.00
RuleofLaw,Freedoms,wb_urbpop,tstat,      0.91
RuleofLaw,Freedoms,wb_urbpop,AIC, -14620.87
RuleofLaw,Freedoms,wb_urbpop,loglike,   7373.87
RuleofLaw,Freedoms,l_res_norm,beta,     -0.16
RuleofLaw,Freedoms,l_res_norm,tstat,     -1.51
RuleofLaw,Freedoms,l_res_norm,AIC, -14510.01
RuleofLaw,Freedoms,l_res_norm,loglike,   7318.46
RuleofLaw,Freedoms,p_res_norm,beta,      0.12
RuleofLaw,Freedoms,p_res_norm,tstat,      1.57
RuleofLaw,Freedoms,p_res_norm,AIC, -14517.85
RuleofLaw,Freedoms,p_res_norm,loglike,   7322.38
RuleofLaw,Freedoms,r_res_norm,beta,     -0.32
RuleofLaw,Freedoms,r_res_norm,tstat,     -3.30
RuleofLaw,Freedoms,r_res_norm,AIC, -14621.84
RuleofLaw,Freedoms,r_res_norm,loglike,   7374.38
RuleofLaw,Freedoms,g_res_norm,beta,     -0.03
RuleofLaw,Freedoms,g_res_norm,tstat,     -0.16
RuleofLaw,Freedoms,g_res_norm,AIC, -14456.23
RuleofLaw,Freedoms,g_res_norm,loglike,   7291.57
RuleofLaw,Freedoms,W4+l_pwd_a,beta,     -0.03
RuleofLaw,Freedoms,W4+l_pwd_a,tstat,     -0.16
RuleofLaw,Freedoms,W4+l_pwd_a,AIC, -10501.31
RuleofLaw,Freedoms,W4+l_pwd_a,loglike,   5274.83
RuleofLaw,Freedoms,W4+ln_pwd_g,beta,     -0.03
RuleofLaw,Freedoms,W4+ln_pwd_g,tstat,     -0.16
RuleofLaw,Freedoms,W4+ln_pwd_g,AIC, -10506.82
RuleofLaw,Freedoms,W4+ln_pwd_g,loglike,   5277.59
RuleofLaw,Freedoms,W4+ln_pwd_m,beta,     -0.03
RuleofLaw,Freedoms,W4+ln_pwd_m,tstat,     -0.16
RuleofLaw,Freedoms,W4+ln_pwd_m,AIC, -10501.36
RuleofLaw,Freedoms,W4+ln_pwd_m,loglike,   5274.86
RuleofLaw,Freedoms,W4+wb_urbpop,beta,     -0.03
RuleofLaw,Freedoms,W4+wb_urbpop,tstat,     -0.16
RuleofLaw,Freedoms,W4+wb_urbpop,AIC, -18031.99
RuleofLaw,Freedoms,W4+wb_urbpop,loglike,   9080.44
RuleofLaw,Freedoms,W4+l_res_norm,beta,     -0.03
RuleofLaw,Freedoms,W4+l_res_norm,tstat,     -0.16
RuleofLaw,Freedoms,W4+l_res_norm,AIC, -17991.29
RuleofLaw,Freedoms,W4+l_res_norm,loglike,   9060.11
RuleofLaw,Freedoms,W4+p_res_norm,beta,     -0.03
RuleofLaw,Freedoms,W4+p_res_norm,tstat,     -0.16
RuleofLaw,Freedoms,W4+p_res_norm,AIC, -17985.32
RuleofLaw,Freedoms,W4+p_res_norm,loglike,   9057.13
RuleofLaw,Freedoms,W4+r_res_norm,beta,     -0.03
RuleofLaw,Freedoms,W4+r_res_norm,tstat,     -0.16
RuleofLaw,Freedoms,W4+r_res_norm,AIC, -18123.85
RuleofLaw,Freedoms,W4+r_res_norm,loglike,   9126.39
RuleofLaw,Freedoms,W4+g_res_norm,beta,     -0.03
RuleofLaw,Freedoms,W4+g_res_norm,tstat,     -0.16
RuleofLaw,Freedoms,W4+g_res_norm,AIC, -17996.91
RuleofLaw,Freedoms,W4+g_res_norm,loglike,   9062.93
FreeElections,Freedoms,W4,beta,      5.29
FreeElections,Freedoms,W4,tstat,     21.48
FreeElections,Freedoms,W4,AIC,  13931.69
FreeElections,Freedoms,W4,loglike,  -6902.33
FreeElections,Freedoms,l_pwd_a,beta,      0.23
FreeElections,Freedoms,l_pwd_a,tstat,      0.78
FreeElections,Freedoms,l_pwd_a,AIC,   4363.32
FreeElections,Freedoms,l_pwd_a,loglike,  -2158.49
FreeElections,Freedoms,ln_pwd_g,beta,      1.99
FreeElections,Freedoms,ln_pwd_g,tstat,      0.61
FreeElections,Freedoms,ln_pwd_g,AIC,   4367.07
FreeElections,Freedoms,ln_pwd_g,loglike,  -2160.36
