Outcome,OutcomeCategory,Stat,Dem6+e_peaveduc,Dem6+e_peaveduc/Dem6,Dem6+e_peaveduc/e_peaveduc,Dem6+g_res_norm,Dem6+g_res_norm/Dem6,Dem6+g_res_norm/g_res_norm,Dem6+l_res_norm,Dem6+l_res_norm/Dem6,Dem6+l_res_norm/l_res_norm,Dem6+ln_pwd_a,Dem6+ln_pwd_a/Dem6,Dem6+ln_pwd_a/ln_pwd_a,Dem6+ln_pwd_g,Dem6+ln_pwd_g/Dem6,Dem6+ln_pwd_g/ln_pwd_g,Dem6+ln_pwd_m,Dem6+ln_pwd_m/Dem6,Dem6+ln_pwd_m/ln_pwd_m,Dem6+p_res_norm,Dem6+p_res_norm/Dem6,Dem6+p_res_norm/p_res_norm,Dem6+r_res_norm,Dem6+r_res_norm/Dem6,Dem6+r_res_norm/r_res_norm,Dem6+wb_urbpop,Dem6+wb_urbpop/Dem6,Dem6+wb_urbpop/wb_urbpop,Przeworski+e_peaveduc,Przeworski+e_peaveduc/Przeworski,Przeworski+e_peaveduc/e_peaveduc,Przeworski+g_res_norm,Przeworski+g_res_norm/Przeworski,Przeworski+g_res_norm/g_res_norm,Przeworski+l_res_norm,Przeworski+l_res_norm/Przeworski,Przeworski+l_res_norm/l_res_norm,Przeworski+ln_pwd_a,Przeworski+ln_pwd_a/Przeworski,Przeworski+ln_pwd_a/ln_pwd_a,Przeworski+ln_pwd_g,Przeworski+ln_pwd_g/Przeworski,Przeworski+ln_pwd_g/ln_pwd_g,Przeworski+ln_pwd_m,Przeworski+ln_pwd_m/Przeworski,Przeworski+ln_pwd_m/ln_pwd_m,Przeworski+p_res_norm,Przeworski+p_res_norm/Przeworski,Przeworski+p_res_norm/p_res_norm,Przeworski+r_res_norm,Przeworski+r_res_norm/Przeworski,Przeworski+r_res_norm/r_res_norm,Przeworski+wb_urbpop,Przeworski+wb_urbpop/Przeworski,Przeworski+wb_urbpop/wb_urbpop,W4+e_peaveduc,W4+e_peaveduc/W4,W4+e_peaveduc/e_peaveduc,W4+g_res_norm,W4+g_res_norm/W4,W4+g_res_norm/g_res_norm,W4+l_res_norm,W4+l_res_norm/W4,W4+l_res_norm/l_res_norm,W4+ln_pwd_a,W4+ln_pwd_a/W4,W4+ln_pwd_a/ln_pwd_a,W4+ln_pwd_g,W4+ln_pwd_g/W4,W4+ln_pwd_g/ln_pwd_g,W4+ln_pwd_m,W4+ln_pwd_m/W4,W4+ln_pwd_m/ln_pwd_m,W4+p_res_norm,W4+p_res_norm/W4,W4+p_res_norm/p_res_norm,W4+r_res_norm,W4+r_res_norm/W4,W4+r_res_norm/r_res_norm,W4+wb_urbpop,W4+wb_urbpop/W4,W4+wb_urbpop/wb_urbpop,W_old+e_peaveduc,W_old+e_peaveduc/W_old,W_old+e_peaveduc/e_peaveduc,W_old+g_res_norm,W_old+g_res_norm/W_old,W_old+g_res_norm/g_res_norm,W_old+l_res_norm,W_old+l_res_norm/W_old,W_old+l_res_norm/l_res_norm,W_old+ln_pwd_a,W_old+ln_pwd_a/W_old,W_old+ln_pwd_a/ln_pwd_a,W_old+ln_pwd_g,W_old+ln_pwd_g/W_old,W_old+ln_pwd_g/ln_pwd_g,W_old+ln_pwd_m,W_old+ln_pwd_m/W_old,W_old+ln_pwd_m/ln_pwd_m,W_old+p_res_norm,W_old+p_res_norm/W_old,W_old+p_res_norm/p_res_norm,W_old+r_res_norm,W_old+r_res_norm/W_old,W_old+r_res_norm/r_res_norm,W_old+wb_urbpop,W_old+wb_urbpop/W_old,W_old+wb_urbpop/wb_urbpop,e_boix_regime+e_peaveduc,e_boix_regime+e_peaveduc/e_boix_regime,e_boix_regime+e_peaveduc/e_peaveduc,e_boix_regime+g_res_norm,e_boix_regime+g_res_norm/e_boix_regime,e_boix_regime+g_res_norm/g_res_norm,e_boix_regime+l_res_norm,e_boix_regime+l_res_norm/e_boix_regime,e_boix_regime+l_res_norm/l_res_norm,e_boix_regime+ln_pwd_a,e_boix_regime+ln_pwd_a/e_boix_regime,e_boix_regime+ln_pwd_a/ln_pwd_a,e_boix_regime+ln_pwd_g,e_boix_regime+ln_pwd_g/e_boix_regime,e_boix_regime+ln_pwd_g/ln_pwd_g,e_boix_regime+ln_pwd_m,e_boix_regime+ln_pwd_m/e_boix_regime,e_boix_regime+ln_pwd_m/ln_pwd_m,e_boix_regime+p_res_norm,e_boix_regime+p_res_norm/e_boix_regime,e_boix_regime+p_res_norm/p_res_norm,e_boix_regime+r_res_norm,e_boix_regime+r_res_norm/e_boix_regime,e_boix_regime+r_res_norm/r_res_norm,e_boix_regime+wb_urbpop,e_boix_regime+wb_urbpop/e_boix_regime,e_boix_regime+wb_urbpop/wb_urbpop,gwf_party+e_peaveduc,gwf_party+e_peaveduc/e_peaveduc,gwf_party+e_peaveduc/gwf_party,gwf_party+g_res_norm,gwf_party+g_res_norm/g_res_norm,gwf_party+g_res_norm/gwf_party,gwf_party+l_res_norm,gwf_party+l_res_norm/gwf_party,gwf_party+l_res_norm/l_res_norm,gwf_party+ln_pwd_a,gwf_party+ln_pwd_a/gwf_party,gwf_party+ln_pwd_a/ln_pwd_a,gwf_party+ln_pwd_g,gwf_party+ln_pwd_g/gwf_party,gwf_party+ln_pwd_g/ln_pwd_g,gwf_party+ln_pwd_m,gwf_party+ln_pwd_m/gwf_party,gwf_party+ln_pwd_m/ln_pwd_m,gwf_party+p_res_norm,gwf_party+p_res_norm/gwf_party,gwf_party+p_res_norm/p_res_norm,gwf_party+r_res_norm,gwf_party+r_res_norm/gwf_party,gwf_party+r_res_norm/r_res_norm,gwf_party+wb_urbpop,gwf_party+wb_urbpop/gwf_party,gwf_party+wb_urbpop/wb_urbpop,normpolity+e_peaveduc,normpolity+e_peaveduc/e_peaveduc,normpolity+e_peaveduc/normpolity,normpolity+g_res_norm,normpolity+g_res_norm/g_res_norm,normpolity+g_res_norm/normpolity,normpolity+l_res_norm,normpolity+l_res_norm/l_res_norm,normpolity+l_res_norm/normpolity,normpolity+ln_pwd_a,normpolity+ln_pwd_a/ln_pwd_a,normpolity+ln_pwd_a/normpolity,normpolity+ln_pwd_g,normpolity+ln_pwd_g/ln_pwd_g,normpolity+ln_pwd_g/normpolity,normpolity+ln_pwd_m,normpolity+ln_pwd_m/ln_pwd_m,normpolity+ln_pwd_m/normpolity,normpolity+p_res_norm,normpolity+p_res_norm/normpolity,normpolity+p_res_norm/p_res_norm,normpolity+r_res_norm,normpolity+r_res_norm/normpolity,normpolity+r_res_norm/r_res_norm,normpolity+wb_urbpop,normpolity+wb_urbpop/normpolity,normpolity+wb_urbpop/wb_urbpop,support+e_peaveduc,support+e_peaveduc/e_peaveduc,support+e_peaveduc/support,support+g_res_norm,support+g_res_norm/g_res_norm,support+g_res_norm/support,support+l_res_norm,support+l_res_norm/l_res_norm,support+l_res_norm/support,support+ln_pwd_a,support+ln_pwd_a/ln_pwd_a,support+ln_pwd_a/support,support+ln_pwd_g,support+ln_pwd_g/ln_pwd_g,support+ln_pwd_g/support,support+ln_pwd_m,support+ln_pwd_m/ln_pwd_m,support+ln_pwd_m/support,support+p_res_norm,support+p_res_norm/p_res_norm,support+p_res_norm/support,support+r_res_norm,support+r_res_norm/r_res_norm,support+r_res_norm/support,support+wb_urbpop,support+wb_urbpop/support,support+wb_urbpop/wb_urbpop
PropertyRights,Freedoms,AIC,-12672.59,-12674.63,-11517.07,-15040.98,-15010.75,-14118.76,-15296.15,-15010.75,-14165.86,-11143.21,-11144.91,-12252.33,-11152.7,-11144.91,-12276.0,-11148.34,-11144.91,-12268.14,-15041.65,-15010.75,-14190.13,-15108.68,-15010.75,-14124.03,-14947.94,-14862.27,-14223.89,-10573.13,-10575.1,-11517.07,-12737.68,-12699.47,-14118.76,-12751.32,-12699.47,-14165.86,-6396.49,-6368.4,-12252.33,-6366.63,-6368.4,-12276.0,-6374.47,-6368.4,-12268.14,-12749.07,-12699.47,-14190.13,-12735.76,-12699.47,-14124.03,-12809.86,-12769.81,-14223.89,-13749.52,-13722.2,-11517.07,-16909.4,-16856.08,-14118.76,-16910.59,-16856.08,-14165.86,-12430.59,-12432.32,-12252.33,-12460.98,-12432.32,-12276.0,-12454.3,-12432.32,-12268.14,-16906.61,-16856.08,-14190.13,-16900.13,-16856.08,-14124.03,-16778.24,-16733.9,-14223.89,-11945.7,-11929.44,-11517.07,-14641.54,-14574.29,-14118.76,-14669.69,-14574.29,-14165.86,-12315.77,-12317.76,-12252.33,-12334.77,-12317.76,-12276.0,-12328.49,-12317.76,-12268.14,-14692.82,-14574.29,-14190.13,-14645.61,-14574.29,-14124.03,-14719.31,-14587.54,-14223.89,-11885.8,-11885.69,-11517.07,-14349.15,-14305.76,-14118.76,-14353.7,-14305.76,-14165.86,-10643.81,-10642.85,-12252.33,-10644.49,-10642.85,-12276.0,-10648.46,-10642.85,-12268.14,-14386.09,-14305.76,-14190.13,-14360.43,-14305.76,-14124.03,-14470.02,-14399.39,-14223.89,-10118.52,-11517.07,-10117.3,-11428.79,-14118.76,-11398.92,-11450.06,-11398.92,-14165.86,-6968.95,-6924.63,-12252.33,-6932.86,-6924.63,-12276.0,-6923.21,-6924.63,-12268.14,-11474.75,-11398.92,-14190.13,-11458.61,-11398.92,-14124.03,-11301.75,-11277.31,-14223.89,-13034.18,-11517.07,-13034.15,-15658.2,-14118.76,-15645.62,-15919.33,-14165.86,-15645.62,-11253.61,-12252.33,-11254.96,-11260.44,-12276.0,-11254.96,-11258.32,-12268.14,-11254.96,-15678.05,-15645.62,-14190.13,-15746.4,-15645.62,-14124.03,-15499.44,-15443.28,-14223.89,-12141.39,-11517.07,-12137.28,-14314.08,-14118.76,-14249.29,-14307.04,-14165.86,-14249.29,-12378.79,-12252.33,-12380.57,-12406.75,-12276.0,-12380.57,-12395.49,-12268.14,-12380.57,-14357.51,-14190.13,-14249.29,-14304.76,-14124.03,-14249.29,-14722.31,-14609.77,-14223.89
PropertyRights,Freedoms,BIC,-12244.06,-12252.88,-11083.42,-14599.27,-14576.04,-13672.52,-14854.44,-14576.04,-13719.62,-11005.6,-11013.27,-12111.67,-11015.1,-11013.27,-12135.34,-11010.74,-11013.27,-12127.48,-14599.94,-14576.04,-13743.89,-14666.97,-14576.04,-13677.79,-14506.97,-14428.28,-13774.45,-10221.51,-10230.09,-11083.42,-12374.75,-12343.37,-13672.52,-12388.39,-12343.37,-13719.62,-6327.55,-6304.75,-12111.67,-6297.69,-6304.75,-12135.34,-6305.53,-6304.75,-12127.48,-12386.14,-12343.37,-13743.89,-12372.82,-12343.37,-13677.79,-12446.82,-12413.6,-13774.45,-13309.0,-13288.55,-11083.42,-16456.09,-16409.84,-13672.52,-16457.28,-16409.84,-13719.62,-12283.84,-12291.67,-12111.67,-12314.22,-12291.67,-12135.34,-12307.55,-12291.67,-12127.48,-16453.3,-16409.84,-13743.89,-16446.82,-16409.84,-13677.79,-16321.68,-16284.46,-13774.45,-11505.18,-11495.79,-11083.42,-14188.23,-14128.05,-13672.52,-14216.38,-14128.05,-13719.62,-12169.01,-12177.11,-12111.67,-12188.02,-12177.11,-12135.34,-12181.73,-12177.11,-12127.48,-14239.51,-14128.05,-13743.89,-14192.3,-14128.05,-13677.79,-14262.75,-14138.1,-13774.45,-11478.85,-11485.51,-11083.42,-13928.93,-13892.54,-13672.52,-13933.49,-13892.54,-13719.62,-10526.14,-10531.05,-12111.67,-10526.82,-10531.05,-12135.34,-10530.8,-10531.05,-12127.48,-13965.88,-13892.54,-13743.89,-13940.21,-13892.54,-13677.79,-14049.65,-13986.02,-13774.45,-9754.93,-11083.42,-9760.3,-11056.4,-13672.52,-11033.28,-11077.67,-11033.28,-13719.62,-6888.57,-6849.59,-12111.67,-6852.48,-6849.59,-12135.34,-6842.83,-6849.59,-12127.48,-11102.35,-11033.28,-13743.89,-11086.22,-11033.28,-13677.79,-10929.79,-10912.09,-13774.45,-12605.65,-11083.42,-12612.41,-15216.49,-13672.52,-15210.91,-15477.62,-13719.62,-15210.91,-11116.01,-12111.67,-11123.32,-11122.84,-12135.34,-11123.32,-11120.71,-12127.48,-11123.32,-15236.34,-15210.91,-13743.89,-15304.69,-15210.91,-13677.79,-15058.46,-15009.29,-13774.45,-11701.92,-11083.42,-11704.65,-13861.68,-13672.52,-13803.94,-13854.63,-13719.62,-13803.94,-12232.38,-12111.67,-12240.24,-12260.34,-12135.34,-12240.24,-12249.08,-12127.48,-12240.24,-13905.11,-13743.89,-13803.94,-13852.36,-13677.79,-13803.94,-14266.63,-14161.19,-13774.45
PropertyRights,Freedoms,loglike,6399.9,6399.9,5822.09,7583.98,7567.85,7122.83,7711.56,7567.85,7146.38,5594.79,5594.62,6149.33,5599.54,5594.62,6161.16,5597.36,5594.62,6157.23,7584.31,7567.85,7158.52,7617.83,7567.85,7125.47,7537.47,7493.61,7175.38,5340.07,5340.03,5822.09,6422.25,6402.13,7122.83,6429.07,6402.13,7146.38,3211.37,3196.3,6149.33,3196.43,3196.3,6161.16,3200.36,3196.3,6157.23,6427.94,6402.13,7158.52,6421.29,6402.13,7125.47,6458.34,6437.3,7175.38,6939.33,6924.66,5822.09,8519.17,8491.49,7122.83,8519.76,8491.49,7146.38,6239.47,6239.33,6149.33,6254.67,6239.33,6161.16,6251.33,6239.33,6157.23,8517.78,8491.49,7158.52,8514.53,8491.49,7125.47,8453.56,8430.38,7175.38,6037.42,6028.28,5822.09,7385.24,7350.6,7122.83,7399.32,7350.6,7146.38,6182.06,6182.04,6149.33,6191.57,6182.04,6161.16,6188.42,6182.04,6157.23,7410.88,7350.6,7158.52,7387.27,7350.6,7125.47,7424.1,7357.2,7175.38,6003.45,6002.38,5822.09,7235.02,7212.31,7122.83,7237.3,7212.31,7146.38,5342.06,5340.57,6149.33,5342.4,5340.57,6161.16,5344.39,5340.57,6157.23,7253.49,7212.31,7158.52,7240.66,7212.31,7125.47,7295.45,7259.13,7175.38,5114.81,5822.09,5113.19,5769.87,7122.83,5753.92,5780.5,5753.92,7146.38,3499.63,3476.45,6149.33,3481.58,3476.45,6161.16,3476.76,3476.45,6157.23,5792.85,5753.92,7158.52,5784.78,5753.92,7125.47,5706.35,5693.11,7175.38,6580.69,5822.09,6579.66,7892.59,7122.83,7885.28,8023.15,7146.38,7885.28,5649.99,6149.33,5649.65,5653.41,6161.16,5649.65,5652.35,6157.23,5649.65,7902.52,7885.28,7158.52,7936.69,7885.28,7125.47,7813.21,7784.12,7175.38,6135.28,5822.09,6132.2,7221.51,7122.83,7188.11,7217.99,7146.38,7188.11,6213.58,6149.33,6213.45,6227.56,6161.16,6213.45,6221.93,6157.23,6213.45,7243.23,7158.52,7188.11,7216.86,7125.47,7188.11,7425.61,7368.32,7175.38
ReligiousFreedom,Freedoms,betaw,0.8,0.8,,0.86,0.86,,0.85,0.86,,0.23,0.23,,0.23,0.23,,0.23,0.23,,0.86,0.86,,0.86,0.86,,0.86,0.87,,0.75,0.75,,0.82,0.82,,0.81,0.82,,0.17,0.17,,0.17,0.17,,0.17,0.17,,0.81,0.82,,0.81,0.82,,0.81,0.84,,2.86,2.86,,2.96,2.96,,2.95,2.96,,1.61,1.61,,1.62,1.61,,1.61,1.61,,2.95,2.96,,2.94,2.96,,2.94,3.01,,1.02,1.02,,1.02,1.02,,1.0,1.02,,0.3,0.3,,0.3,0.3,,0.31,0.3,,1.0,1.02,,1.01,1.02,,1.01,1.01,,0.81,0.81,,0.87,0.87,,0.87,0.87,,0.16,0.16,,0.15,0.16,,0.15,0.16,,0.87,0.87,,0.86,0.87,,0.87,0.89,,-0.63,,-0.63,-0.69,,-0.69,-0.68,-0.69,,-0.78,-0.77,,-0.78,-0.77,,-0.78,-0.77,,-0.69,-0.69,,-0.7,-0.69,,-0.66,-0.69,,1.48,,1.48,1.58,,1.57,1.55,,1.57,0.57,,0.57,0.57,,0.57,0.57,,0.57,1.57,1.57,,1.56,1.57,,1.56,1.59,,2.24,,2.22,1.84,,1.84,1.79,,1.84,0.61,,0.6,0.6,,0.6,0.61,,0.6,1.82,,1.84,1.8,,1.84,1.82,1.85,
ReligiousFreedom,Freedoms,betap,0.0,,0.0,0.02,,0.27,-1.03,,-0.87,-0.66,,-0.66,-0.17,,-0.32,0.77,,0.66,0.14,,0.68,-1.28,,-1.42,0.02,,0.02,0.06,,0.0,0.26,,0.27,-0.5,,-0.87,1.67,,-0.66,3.35,,-0.32,1.05,,0.66,0.53,,0.68,-1.67,,-1.42,0.02,,0.02,-0.0,,0.0,-0.03,,0.27,-0.29,,-0.87,-0.7,,-0.66,-0.6,,-0.32,0.38,,0.66,0.16,,0.68,-0.99,,-1.42,0.01,,0.02,0.0,,0.0,0.23,,0.27,-0.7,,-0.87,-0.6,,-0.66,-0.1,,-0.32,0.78,,0.66,0.57,,0.68,-1.37,,-1.42,0.02,,0.02,0.02,,0.0,0.05,,0.27,-0.35,,-0.87,0.01,,-0.66,0.4,,-0.32,0.78,,0.66,0.45,,0.68,-1.51,,-1.42,0.02,,0.02,0.03,0.0,,0.26,0.27,,-0.62,,-0.87,2.21,,-0.66,3.76,,-0.32,1.57,,0.66,0.67,,0.68,-1.88,,-1.42,0.02,,0.02,0.02,0.0,,-0.27,0.27,,-0.92,-0.87,,-0.58,-0.66,,-0.03,-0.32,,0.76,0.66,,0.14,,0.68,-1.25,,-1.42,0.02,,0.02,0.04,0.0,,0.22,0.27,,-0.44,-0.87,,-0.67,-0.66,,-0.22,-0.32,,0.74,0.66,,0.59,0.68,,-1.24,-1.42,,0.02,,0.02
ReligiousFreedom,Freedoms,tstatw,7.41,7.4,,7.53,7.51,,7.58,7.51,,3.01,3.02,,3.01,3.02,,3.05,3.02,,7.3,7.51,,7.49,7.51,,7.56,7.61,,5.28,5.24,,5.22,5.21,,5.35,5.21,,1.12,1.13,,1.12,1.13,,1.13,1.13,,5.08,5.21,,5.23,5.21,,5.23,5.35,,9.93,9.96,,8.79,8.78,,9.11,8.78,,3.45,3.45,,3.44,3.45,,3.46,3.45,,8.37,8.78,,8.85,8.78,,9.03,9.18,,5.76,5.76,,5.84,5.82,,5.84,5.82,,3.58,3.64,,3.62,3.64,,3.71,3.64,,5.75,5.82,,5.77,5.82,,5.81,5.82,,6.64,6.63,,6.33,6.31,,6.59,6.31,,1.97,1.95,,1.96,1.95,,1.95,1.95,,6.12,6.31,,6.36,6.31,,6.4,6.47,,-4.02,,-4.01,-3.4,,-3.41,-3.47,-3.41,,-1.52,-1.53,,-1.53,-1.53,,-1.54,-1.53,,-3.47,-3.41,,-3.59,-3.41,,-3.24,-3.38,,7.68,,7.66,7.28,,7.24,7.52,,7.24,2.73,,2.74,2.72,,2.74,2.78,,2.74,6.99,7.24,,7.31,7.24,,7.26,7.29,,6.42,,6.44,5.03,,5.03,4.88,,5.03,1.98,,1.92,1.91,,1.92,1.94,,1.92,5.05,,5.03,5.01,,5.03,5.82,5.89,
ReligiousFreedom,Freedoms,tstatp,0.02,,0.05,0.03,,0.4,-0.91,,-0.74,-1.04,,-1.0,-0.19,,-0.33,0.94,,0.79,0.21,,1.07,-1.58,,-1.87,2.6,,3.28,1.01,,0.05,0.38,,0.4,-0.45,,-0.74,1.19,,-1.0,1.61,,-0.33,0.76,,0.79,0.86,,1.07,-2.04,,-1.87,2.38,,3.28,-0.08,,0.05,-0.07,,0.4,-0.32,,-0.74,-1.15,,-1.0,-0.7,,-0.33,0.59,,0.79,0.31,,1.07,-1.63,,-1.87,2.38,,3.28,0.05,,0.05,0.35,,0.4,-0.59,,-0.74,-0.93,,-1.0,-0.1,,-0.33,0.95,,0.79,0.93,,1.07,-1.85,,-1.87,3.46,,3.28,0.37,,0.05,0.09,,0.4,-0.33,,-0.74,0.02,,-1.0,0.38,,-0.33,0.9,,0.79,0.75,,1.07,-1.88,,-1.87,2.7,,3.28,0.44,0.05,,0.4,0.4,,-0.59,,-0.74,1.35,,-1.0,1.76,,-0.33,1.25,,0.79,0.88,,1.07,-2.06,,-1.87,1.93,,3.28,0.42,0.05,,-0.45,0.4,,-0.83,-0.74,,-0.92,-1.0,,-0.03,-0.33,,0.95,0.79,,0.23,,1.07,-1.55,,-1.87,2.37,,3.28,0.68,0.05,,0.37,0.4,,-0.37,-0.74,,-1.06,-1.0,,-0.23,-0.33,,0.9,0.79,,0.92,1.07,,-1.71,-1.87,,3.26,,3.28
ReligiousFreedom,Freedoms,AIC,10491.64,10489.6,13346.24,14106.01,14104.0,16955.89,14027.83,14104.0,16909.03,714.83,717.09,1232.06,718.99,717.09,1236.02,713.63,717.09,1231.91,14103.44,14104.0,16895.55,14030.61,14104.0,16860.98,13800.86,13973.8,17987.04,9034.16,9046.41,13346.24,12102.71,12103.72,16955.89,12091.7,12103.72,16909.03,-1070.97,-1067.62,1232.06,-1073.77,-1067.62,1236.02,-1067.29,-1067.62,1231.91,12072.48,12103.72,16895.55,12007.11,12103.72,16860.98,11950.55,12083.2,17987.04,10545.23,10543.35,13346.24,13607.35,13605.41,16955.89,13599.03,13605.41,16909.03,972.95,976.37,1232.06,976.58,976.37,1236.02,976.75,976.37,1231.91,13602.25,13605.41,16895.55,13538.62,13605.41,16860.98,14703.96,14856.82,17987.04,12661.1,12659.12,13346.24,16238.42,16239.14,16955.89,16205.94,16239.14,16909.03,1187.31,1189.01,1232.06,1190.99,1189.01,1236.02,1184.47,1189.01,1231.91,16193.95,16239.14,16895.55,16142.08,16239.14,16860.98,17268.48,17555.28,17987.04,10504.93,10505.06,13346.24,14196.3,14194.42,16955.89,14187.93,14194.42,16909.03,-28.17,-30.2,1232.06,-28.68,-30.2,1236.02,-32.12,-30.2,1231.91,14167.11,14194.42,16895.55,14095.13,14194.42,16860.98,13978.9,14171.69,17987.04,9354.0,13346.24,9355.24,11910.58,16955.89,11911.31,11892.73,11911.31,16909.03,-968.98,-957.32,1232.06,-969.56,-957.32,1236.02,-960.04,-957.32,1231.91,11868.27,11911.31,16895.55,11794.89,11911.31,16860.98,11765.49,11853.75,17987.04,9959.56,13346.24,9960.85,13447.98,16955.89,13450.22,13385.34,16909.03,13450.22,702.78,1232.06,704.01,706.04,1236.02,704.01,700.73,1231.91,704.01,13449.38,13450.22,16895.55,13374.79,13450.22,16860.98,13194.45,13324.28,17987.04,12318.43,13346.24,12325.64,16184.74,16955.89,16185.15,16174.16,16909.03,16185.15,1076.81,1232.06,1079.63,1081.41,1236.02,1079.63,1075.65,1231.91,1079.63,16139.77,16895.55,16185.15,16107.85,16860.98,16185.15,17068.91,17334.25,17987.04
ReligiousFreedom,Freedoms,BIC,10920.17,10911.35,13779.9,14547.72,14538.71,17402.13,14469.54,14538.71,17355.27,852.44,848.73,1372.72,856.6,848.73,1376.68,851.23,848.73,1372.57,14545.15,14538.71,17341.79,14472.32,14538.71,17307.22,14241.84,14407.79,18436.48,9385.78,9391.42,13779.9,12465.64,12459.82,17402.13,12454.63,12459.82,17355.27,-1002.03,-1003.97,1372.72,-1004.83,-1003.97,1376.68,-998.35,-1003.97,1372.57,12435.41,12459.82,17341.79,12370.04,12459.82,17307.22,12313.6,12439.41,18436.48,10985.75,10977.0,13779.9,14060.66,14051.65,17402.13,14052.34,14051.65,17355.27,1119.7,1117.02,1372.72,1123.34,1117.02,1376.68,1123.51,1117.02,1372.57,14055.56,14051.65,17341.79,13991.93,14051.65,17307.22,15160.52,15306.26,18436.48,13101.62,13092.77,13779.9,16691.73,16685.38,17402.13,16659.25,16685.38,17355.27,1334.07,1329.67,1372.72,1337.75,1329.67,1376.68,1331.22,1329.67,1372.57,16647.26,16685.38,17341.79,16595.39,16685.38,17307.22,17725.05,18004.72,18436.48,10911.88,10905.24,13779.9,14616.52,14607.64,17402.13,14608.15,14607.64,17355.27,89.5,81.6,1372.72,88.99,81.6,1376.68,85.54,81.6,1372.57,14587.32,14607.64,17341.79,14515.34,14607.64,17307.22,14399.26,14585.06,18436.48,9717.59,13779.9,9712.23,12282.98,17402.13,12276.95,12265.13,12276.95,17355.27,-888.6,-882.27,1372.72,-889.17,-882.27,1376.68,-879.66,-882.27,1372.57,12240.66,12276.95,17341.79,12167.28,12276.95,17307.22,12137.45,12218.96,18436.48,10388.09,13779.9,10382.6,13889.69,17402.13,13884.93,13827.05,17355.27,13884.93,840.38,1372.72,835.65,843.65,1376.68,835.65,838.34,1372.57,835.65,13891.09,13884.93,17341.79,13816.5,13884.93,17307.22,13635.42,13758.27,18436.48,12757.91,13779.9,12758.27,16637.15,17402.13,16630.5,16626.56,17355.27,16630.5,1223.22,1372.72,1219.95,1227.82,1376.68,1219.95,1222.06,1372.57,1219.95,16592.17,17341.79,16630.5,16560.25,17307.22,16630.5,17524.6,17782.83,18436.48
ReligiousFreedom,Freedoms,loglike,-5182.22,-5182.22,-6609.57,-6989.52,-6989.53,-8414.49,-6950.43,-6989.53,-8391.06,-334.23,-336.38,-592.87,-336.31,-336.38,-594.85,-333.63,-336.38,-592.79,-6988.23,-6989.53,-8384.32,-6951.82,-6989.53,-8367.04,-6836.94,-6924.42,-8930.09,-4463.58,-4470.72,-6609.57,-5997.95,-5999.47,-8414.49,-5992.44,-5999.47,-8391.06,548.61,545.91,-592.87,550.01,545.91,-594.85,546.77,545.91,-592.79,-5982.83,-5999.47,-8384.32,-5950.15,-5999.47,-8367.04,-5921.87,-5989.21,-8930.09,-5208.04,-5208.12,-6609.57,-6739.21,-6739.25,-8414.49,-6735.05,-6739.25,-8391.06,-462.29,-465.02,-592.87,-464.11,-465.02,-594.85,-464.2,-465.02,-592.79,-6736.65,-6739.25,-8384.32,-6704.84,-6739.25,-8367.04,-7287.53,-7364.98,-8930.09,-6265.98,-6266.01,-6609.57,-8054.74,-8056.12,-8414.49,-8038.5,-8056.12,-8391.06,-569.48,-571.34,-592.87,-571.32,-571.34,-594.85,-568.05,-571.34,-592.79,-8032.5,-8056.12,-8384.32,-8006.57,-8056.12,-8367.04,-8569.8,-8714.21,-8930.09,-5191.91,-5192.99,-6609.57,-7037.71,-7037.78,-8414.49,-7033.52,-7037.78,-8391.06,34.24,34.24,-592.87,34.5,34.24,-594.85,36.22,34.24,-592.79,-7023.11,-7037.78,-8384.32,-6987.12,-7037.78,-8367.04,-6929.0,-7026.41,-8930.09,-4621.45,-6609.57,-4623.08,-5899.82,-8414.49,-5901.2,-5890.89,-5901.2,-8391.06,499.64,492.79,-592.87,499.93,492.79,-594.85,495.17,492.79,-592.79,-5878.66,-5901.2,-8384.32,-5841.97,-5901.2,-8367.04,-5827.27,-5872.41,-8930.09,-4916.18,-6609.57,-4917.84,-6660.5,-8414.49,-6662.64,-6629.18,-8391.06,-6662.64,-328.2,-592.87,-329.84,-329.83,-594.85,-329.84,-327.18,-592.79,-329.84,-6661.2,-6662.64,-8384.32,-6623.91,-6662.64,-8367.04,-6533.73,-6599.66,-8930.09,-6094.63,-6609.57,-6099.26,-8027.9,-8414.49,-8029.11,-8022.6,-8391.06,-8029.11,-514.22,-592.87,-516.65,-516.52,-594.85,-516.65,-513.64,-592.79,-516.65,-8005.41,-8384.32,-8029.11,-7989.45,-8367.04,-8029.11,-8470.0,-8603.69,-8930.09
